Contour,Area,testModel (normalized mode 1),testModel (normalized mode 2)
UID_51_93_4_all-34,43200.1,-0.844683,-0.686616
UID_51_93_5_all-17,43117.9,0.0504388,-0.821531
UID_51_94_1_all-9,48460.4,-1.0096,-0.994172
UID_51_94_2_all-7,41570.6,-0.733524,-0.705782
UID_51_96_10_all-23,25963.7,-0.187237,0.56225
UID_51_96_11_all-20,27865.4,-0.318422,0.575632
UID_51_96_1_all-27,33637.4,-0.509846,-0.0251878
UID_51_96_2_all-23,32186.8,-0.418342,0.147628
UID_51_96_3_all-17,26686,-0.240046,0.627334
UID_51_96_4_all-26,40297.4,-0.735352,-0.503267
UID_51_96_5_all-17,32077.6,-0.422998,0.0796926
UID_51_96_6_all-24,37441.6,-0.635305,-0.310497
UID_51_96_7_all-13,26275.3,-0.193985,0.563843
UID_51_96_8_all-30,38528,-0.662981,-0.375467
UID_51_96_9_all-24,30012.3,-0.267882,0.0997302
UID_51_97_1_all-29,37866.7,-0.526201,-0.557523
UID_51_97_2_all-19,43541.4,-0.534892,-1.39143
UID_51_97_3_all-25,37743.7,-0.263038,-1.36362
UID_51_97_4_all-24,41192.7,-0.767954,-0.564187
UID_51_97_5_all-20,35895.3,-0.590602,-0.166031
UID_51_97_6_all-9,35509.5,-0.244483,-0.798982
UID_51_97_7_all-31,41851.9,-0.778031,-0.67247
UID_51_97_8_all-26,40595.1,-0.68311,-0.791722
UID_51_98_10_all-5,43193.1,-0.794102,-0.766578
UID_51_98_11_all-6,44510.2,-0.874233,-0.790512
UID_51_98_1_all-16,46820.4,-0.436331,-2.10973
UID_51_98_2_all-11,19641.4,0.313062,1.23593
UID_51_98_3_all-11,40019.1,0.118729,-1.35525
UID_51_98_4_all-8,44290.3,-0.856109,-0.723679
UID_51_98_5_all-7,41761.9,0.620287,-1.97161
UID_51_98_6_all-22,39294.7,-0.725732,-0.353341
UID_51_98_7_all-9,34916.2,-0.397216,-0.671231
UID_51_98_8_all-9,42824.4,-0.72621,-0.924596
UID_51_98_9_all-25,36777.4,-0.588932,-0.306649
UID_51_99_1_all-9,5607.84,2.91028,-2.08175
UID_51_9_10_all-9,30150,-0.203429,-0.463566
UID_51_9_11_all-12,24751.9,-0.122248,0.64595
UID_51_9_12_all-15,24952.7,-0.0676019,0.418812
UID_51_9_1_all-19,25941,-0.106859,0.290835
UID_51_9_2_all-16,25129.7,-0.0442227,0.320378
UID_51_9_3_all-5,29349.3,-0.33488,0.337451
UID_51_9_4_all-21,27041.4,-0.11483,0.212015
UID_51_9_5_all-12,6492.8,2.43395,-1.75052
UID_51_9_6_all-10,6245.4,2.3993,0.275262
UID_51_9_7_all-7,24432.3,-0.0127618,0.431824
UID_51_9_8_all-19,26770.1,-0.0657236,0.0150277
UID_51_9_9_all-18,30189.9,-0.415504,0.406462
UID_H10_100_1_hem-10,27856.9,-0.280641,0.524247
UID_H10_100_2_hem-11,26995,-0.285869,0.67149
UID_H10_100_3_hem-7,27432.6,-0.294223,0.615429
UID_H10_100_4_hem-18,27830,-0.26462,0.462142
UID_H10_101_1_hem-12,29116.2,-0.376721,0.516391
UID_H10_102_1_hem-3,20682.2,0.0168155,1.1968
UID_H10_102_2_hem-7,22511,0.0268958,0.923347
UID_H10_102_3_hem-5,22940.4,-0.0883626,0.971664
UID_H10_102_4_hem-15,33941.3,-0.491911,-0.11331
UID_H10_102_5_hem-9,27798.3,-0.315325,0.594022
UID_H10_102_6_hem-8,23095,-0.0569028,0.84267
UID_H10_103_1_hem-5,19440.1,0.0797485,1.32802
UID_H10_103_2_hem-9,41081,-0.760842,-0.584664
UID_H10_103_3_hem-5,20053,0.0639217,1.21054
UID_H10_103_4_hem-3,22320.7,-0.0657632,1.07147
UID_H10_103_5_hem-3,20075.5,0.0332924,1.30649
UID_H10_103_6_hem-7,22575.6,-0.0532759,0.979956
UID_H10_103_7_hem-5,23055,0.0620781,0.700618
UID_H10_103_8_hem-6,21506.9,-0.0136225,1.10621
UID_H10_104_1_hem-9,26002,-0.252719,0.775741
UID_H10_105_1_hem-11,30296.3,-0.320181,0.151386
UID_H10_105_2_hem-7,38519.5,-0.650098,-0.479368
UID_H10_105_3_hem-3,19694.9,0.0608978,1.28917
UID_H10_105_4_hem-2,16839.7,0.330164,1.28983
UID_H10_106_1_hem-7,36138.1,-0.600955,-0.165807
UID_H10_107_1_hem,3274.03,2.46039,-1.4128
UID_H10_107_2_hem-3,24345.6,-0.136483,0.791937
UID_H10_107_3_hem-8,33099.9,-0.38954,-0.254254
UID_H10_108_1_hem-13,26727.1,-0.202258,0.500822
UID_H10_108_2_hem-5,22295.8,-0.0336282,0.936877
UID_H10_108_3_hem-12,25676.5,-0.159389,0.584886
UID_H10_108_4_hem-6,20556.1,-0.00170716,1.27395
UID_H10_108_5_hem-4,23316.4,-0.0725695,0.843791
UID_H10_108_6_hem-8,22842,-0.0319732,0.858575
UID_H10_109_1_hem-5,24871.5,-0.194439,0.856235
UID_H10_109_2_hem-21,38984.6,-0.623652,-0.613204
UID_H10_10_1_hem-24,28452.8,-0.359527,0.575992
UID_H10_10_2_hem-15,1914.07,2.90564,2.44832
UID_H10_10_3_hem-5,17304.2,0.182499,1.55381
UID_H10_110_1_hem-9,31588.1,-0.477227,0.30102
UID_H10_111_1_hem-26,46262.5,-1.01028,-0.712639
UID_H10_112_1_hem-13,47685.1,-0.470666,-1.23464
UID_H10_112_2_hem-3,36317.1,-0.115571,-2.07868
UID_H10_114_1_hem-14,33178.6,-0.516533,0.110181
UID_H10_115_1_hem-7,33969.5,-0.253929,-0.481531
UID_H10_115_2_hem-8,29615.4,-0.28144,0.0983776
UID_H10_116_1_hem-4,3902.74,2.60058,-0.337978
UID_H10_116_2_hem-17,39341.8,-0.768522,-0.250496
UID_H10_116_3_hem-13,29669,-0.294268,0.19606
UID_H10_116_4_hem-12,39568.7,-0.399106,-1.46612
UID_H10_117_1_hem-11,27542,-0.30802,0.622144
UID_H10_117_2_hem-18,25690.5,-0.211047,0.727865
UID_H10_117_3_hem-2,19474.3,0.0460397,1.39899
UID_H10_118_1_hem-7,26147.1,-0.220781,0.678803
UID_H10_118_2_hem-11,24500.7,-0.193489,0.938371
UID_H10_119_1_hem-14,29961.2,-0.419594,0.446053
UID_H10_119_2_hem-9,27551,-0.255274,0.514845
UID_H10_119_3_hem-2,21039.9,0.0296466,1.06479
UID_H10_11_1_hem-7,19118.6,0.110265,1.30079
UID_H10_11_2_hem-16,31110.2,-0.452025,0.323528
UID_H10_120_1_hem-8,27812.2,-0.122567,0.423883
UID_H10_120_2_hem-10,24223,-0.177849,0.950416
UID_H10_120_3_hem-3,19944.5,0.0883573,1.16677
UID_H10_120_4_hem-2,20466.9,0.0285871,1.21147
UID_H10_121_1_hem-11,26813.9,-0.272847,0.659396
UID_H10_121_2_hem-6,23779.4,-0.109987,0.866751
UID_H10_122_1_hem-10,27830.4,-0.261837,0.425554
UID_H10_123_1_hem-3,33970,-0.39799,-0.557307
UID_H10_124_1_hem-2,18588.8,0.121899,1.39639
UID_H10_124_2_hem-4,22000,-0.00893838,1.04336
UID_H10_124_3_hem-4,22178.1,-0.0762133,1.1189
UID_H10_124_4_hem-2,21211.7,-0.0201769,1.18999
UID_H10_125_1_hem-4,21759.8,0.046027,0.868882
UID_H10_125_2_hem-12,25840.4,-0.250864,0.8073
UID_H10_126_1_hem-13,24765.9,-0.187222,0.86822
UID_H10_126_2_hem-8,21582.7,-0.00941603,1.05346
UID_H10_126_3_hem-9,22226.3,-0.051922,1.02909
UID_H10_126_4_hem-4,21320.7,0.02265,1.00084
UID_H10_127_1_hem-5,18049,0.163302,1.43673
UID_H10_127_2_hem-17,24242.8,-0.147452,0.854083
UID_H10_127_3_hem-12,30851.2,-0.39527,0.21037
UID_H10_127_4_hem-6,22099.8,-0.0634591,1.10018
UID_H10_127_5_hem-3,19681.2,0.0681957,1.30303
UID_H10_127_6_hem-14,26105.8,-0.198542,0.601693
UID_H10_128_1_hem-14,27780.3,-0.329545,0.636515
UID_H10_128_2_hem-15,28917.8,-0.374619,0.524471
UID_H10_128_3_hem-3,16715.9,0.235524,1.5442
UID_H10_129_1_hem-2,19682.8,0.0597332,1.32087
UID_H10_129_2_hem-9,28994.8,-0.342604,0.426346
UID_H10_129_3_hem-20,48861.6,-0.301051,-2.57569
UID_H10_129_4_hem-11,25225.8,-0.13049,0.701877
UID_H10_12_1_hem-5,24223.5,-0.116446,0.773692
UID_H10_12_2_hem-2,2445.87,2.54437,0.132052
UID_H10_12_3_hem-28,7897.78,2.46714,-1.26755
UID_H10_130_1_hem-6,3895.22,2.89899,-1.12334
UID_H10_130_2_hem-13,29986.7,-0.375963,0.323017
UID_H10_131_1_hem-2,21844.6,-0.0352843,1.06589
UID_H10_131_2_hem-6,27810.1,-0.289906,0.510853
UID_H10_132_1_hem-7,27161.9,-0.272213,0.584127
UID_H10_132_2_hem-4,20323.7,0.076445,1.10451
UID_H10_132_3_hem-2,18953.9,0.140954,1.24921
UID_H10_132_4_hem-5,23960.7,-0.150422,0.941506
UID_H10_132_5_hem-3,17730.7,0.185736,1.42385
UID_H10_132_6_hem-11,22790.2,-0.0867905,1.00457
UID_H10_132_7_hem-2,19426.2,0.100883,1.2921
UID_H10_133_1_hem-7,29771.5,-0.408941,0.455888
UID_H10_133_2_hem-7,21954.5,-0.00442124,0.937847
UID_H10_134_1_hem-13,24164.4,-0.125157,0.83766
UID_H10_134_2_hem-16,26331.5,-0.238709,0.665951
UID_H10_135_1_hem-3,21455,-0.0328385,1.15826
UID_H10_135_2_hem-6,21074.8,-0.0188919,1.20749
UID_H10_136_1_hem-34,46667.6,-0.973156,-0.850576
UID_H10_136_2_hem-2,20302.2,0.0270876,1.27687
UID_H10_136_3_hem-4,24584.5,-0.109459,0.720292
UID_H10_137_1_hem-4,20648.8,0.0170032,1.2206
UID_H10_137_2_hem-14,30318.2,-0.385404,0.272613
UID_H10_138_1_hem-7,30810.7,-0.421127,0.320393
UID_H10_138_2_hem-2,19414,0.0770837,1.32128
UID_H10_138_3_hem-8,29458.4,-0.393435,0.487839
UID_H10_138_4_hem-6,21587,-0.0497662,1.17742
UID_H10_139_1_hem-15,35122.6,-0.565336,-0.116074
UID_H10_139_2_hem-8,25385.6,-0.20387,0.787525
UID_H10_139_3_hem-4,25988.1,-0.210741,0.688136
UID_H10_13_1_hem-12,33884.8,-0.271734,-0.610399
UID_H10_13_2_hem,2319.52,2.69056,-0.264374
UID_H10_140_1_hem-15,32009.9,-0.426492,0.111648
UID_H10_141_1_hem-17,32185.5,-0.493207,0.237774
UID_H10_141_2_hem-20,29329,-0.3386,0.351487
UID_H10_141_3_hem-13,34777.5,-0.55219,-0.0748412
UID_H10_142_1_hem-2,23011.4,-0.0763527,0.949096
UID_H10_142_2_hem-16,31490,-0.45992,0.272555
UID_H10_142_3_hem-22,29755.5,-0.395674,0.447723
UID_H10_143_1_hem-6,29864.1,-0.394283,0.413645
UID_H10_144_1_hem-2,28142.2,-0.33519,0.570446
UID_H10_144_2_hem-2,22183.1,0.0147567,0.8359
UID_H10_144_3_hem-11,25716.1,-0.198435,0.685171
UID_H10_144_4_hem-17,35760.7,-0.550493,-0.268044
UID_H10_145_1_hem-6,6001.88,2.35492,-0.635967
UID_H10_145_2_hem-17,30296.5,-0.435972,0.438791
UID_H10_146_1_hem-17,42912.3,-0.882765,-0.530742
UID_H10_146_2_hem-15,26545.5,-0.239135,0.651498
UID_H10_147_1_hem-10,27157.5,-0.289807,0.65192
UID_H10_147_2_hem-15,31438.9,-0.445655,0.252528
UID_H10_148_1_hem-13,26611.4,-0.239752,0.634661
UID_H10_148_2_hem-6,2859.2,2.78591,-0.410807
UID_H10_148_3_hem-8,24751.9,-0.1804,0.857006
UID_H10_149_1_hem-2,18555.7,0.174911,1.27442
UID_H10_149_2_hem-4,21667.8,-0.0406288,1.13084
UID_H10_149_3_hem-9,20917.6,-0.0116918,1.22758
UID_H10_14_1_hem-15,26312.1,-0.157264,0.46112
UID_H10_14_2_hem-8,20536.4,0.0390056,1.16565
UID_H10_150_1_hem-17,24410.9,-0.145443,0.818311
UID_H10_151_1_hem-14,27095.9,-0.206823,0.36748
UID_H10_152_1_hem-16,37358.5,-0.698634,-0.117991
UID_H10_152_2_hem-17,25800,-0.208571,0.722029
UID_H10_152_3_hem-10,26560.2,-0.233768,0.63365
UID_H10_153_1_hem-2,17599.2,0.194509,1.42652
UID_H10_153_2_hem-15,24234.8,-0.168709,0.914792
UID_H10_154_1_hem-21,9181.06,2.24884,0.226149
UID_H10_154_2_hem-10,8132.26,2.14597,0.0310852
UID_H10_154_3_hem-12,5071.23,2.78669,-0.584344
UID_H10_154_4_hem-4,21344.8,0.0475658,0.943891
UID_H10_154_5_hem-2,21718.4,-0.0575343,1.16767
UID_H10_155_1_hem-10,25400.7,-0.211897,0.790208
UID_H10_155_2_hem-2,19922.7,0.085965,1.18137
UID_H10_155_3_hem-4,22494.7,-0.0799993,1.05829
UID_H10_155_4_hem-7,22903.6,-0.0925384,1.01035
UID_H10_156_1_hem-4,19263,0.0861049,1.34138
UID_H10_156_2_hem-7,24142,-0.126371,0.824988
UID_H10_156_3_hem-10,24498.6,-0.179245,0.892818
UID_H10_156_4_hem-8,26568.4,-0.266727,0.703653
UID_H10_156_5_hem-4,21172.9,0.0151083,1.07811
UID_H10_156_6_hem-21,37789.6,-0.591889,-0.485747
UID_H10_157_1_hem-12,28159,-0.293655,0.448099
UID_H10_157_2_hem-9,26532.6,-0.268006,0.70633
UID_H10_158_1_hem-15,26999.3,-0.291932,0.686147
UID_H10_159_1_hem-2,17991.7,0.131289,1.52363
UID_H10_159_2_hem-3,19080.2,0.10437,1.33093
UID_H10_159_3_hem-16,26321.3,-0.253677,0.725121
UID_H10_15_1_hem-4,40991.4,-0.2609,-2.20726
UID_H10_160_1_hem-12,28193.1,-0.342663,0.587931
UID_H10_161_1_hem-11,30594.2,-0.429576,0.374369
UID_H10_162_1_hem-9,28996.3,-0.342786,0.426488
UID_H10_162_2_hem-11,25229.2,-0.130377,0.702054
UID_H10_163_1_hem-6,3895.27,2.89899,-1.12333
UID_H10_163_2_hem-13,29986.7,-0.375963,0.323017
UID_H10_164_1_hem-2,21808.2,-0.0343163,1.07083
UID_H10_164_2_hem-8,27783.6,-0.29044,0.516702
UID_H10_165_1_hem-7,27177.3,-0.273529,0.583924
UID_H10_165_2_hem-4,20329,0.0763125,1.10306
UID_H10_165_3_hem-2,17291.7,0.251638,1.32227
UID_H10_165_4_hem-26,42691.3,-0.797033,-0.712152
UID_H10_165_5_hem-5,23976.5,-0.15133,0.940963
UID_H10_165_6_hem-3,17724.6,0.186507,1.42323
UID_H10_165_7_hem-11,22792.7,-0.0869317,1.00446
UID_H10_165_8_hem-2,19433.5,0.100262,1.29146
UID_H10_166_1_hem-7,29763.3,-0.407723,0.45453
UID_H10_166_2_hem-7,22210.2,-0.0406628,1.0198
UID_H10_166_3_hem-7,21941.3,-0.00370747,0.938635
UID_H10_167_1_hem-13,24178.8,-0.127176,0.838923
UID_H10_167_2_hem-16,26335.5,-0.23887,0.665537
UID_H10_168_1_hem-3,21455,-0.0328385,1.15826
UID_H10_168_2_hem-6,21074.8,-0.0188919,1.20749
UID_H10_169_1_hem-34,46702.4,-0.975059,-0.851183
UID_H10_169_2_hem-2,20303.2,0.0271798,1.27558
UID_H10_16_1_hem-24,49720.5,-0.899679,-1.61283
UID_H10_16_2_hem-17,33431.2,-0.556841,0.189662
UID_H10_170_1_hem-4,20633.6,0.0182647,1.22065
UID_H10_170_2_hem-14,30288.8,-0.384683,0.275719
UID_H10_171_1_hem-7,30795.7,-0.420897,0.322295
UID_H10_171_2_hem-2,19412.3,0.077082,1.32165
UID_H10_171_3_hem-16,29459.8,-0.393376,0.487356
UID_H10_171_4_hem-6,21587.3,-0.049771,1.17739
UID_H10_172_1_hem-9,35146.2,-0.565826,-0.118667
UID_H10_172_2_hem-8,25426.1,-0.20531,0.783089
UID_H10_172_3_hem-4,26006.7,-0.212433,0.688875
UID_H10_173_1_hem-16,31971.3,-0.422567,0.108806
UID_H10_174_1_hem-17,32175.6,-0.491954,0.23759
UID_H10_174_2_hem-20,29289.8,-0.3378,0.356945
UID_H10_174_3_hem-16,34742.2,-0.551418,-0.0715845
UID_H10_175_1_hem-2,22980.9,-0.0758536,0.953755
UID_H10_175_2_hem-18,31492.4,-0.460567,0.273055
UID_H10_175_3_hem-22,29737.9,-0.39411,0.44632
UID_H10_176_1_hem-6,29864.1,-0.394283,0.413645
UID_H10_177_1_hem-3,28149.5,-0.337081,0.573341
UID_H10_177_2_hem-2,22193.4,0.0142892,0.834777
UID_H10_177_3_hem-11,25728.7,-0.198958,0.684007
UID_H10_177_4_hem-17,35782.9,-0.550313,-0.272287
UID_H10_178_1_hem-7,6292.24,2.37319,-0.613061
UID_H10_178_2_hem-18,30315.7,-0.437378,0.438943
UID_H10_179_1_hem-19,43012.9,-0.884551,-0.5415
UID_H10_179_2_hem-15,26594.5,-0.244888,0.659659
UID_H10_17_1_hem-14,44241.7,-0.761106,-1.13068
UID_H10_180_1_hem-10,27133.5,-0.288574,0.65312
UID_H10_180_2_hem-17,31396.9,-0.444507,0.255946
UID_H10_181_1_hem-11,26634.1,-0.240613,0.63281
UID_H10_181_2_hem-4,23721.1,-0.146301,0.969304
UID_H10_181_3_hem-6,24764.2,-0.182693,0.859447
UID_H10_182_1_hem-2,18572.8,0.172849,1.27541
UID_H10_182_2_hem-4,21678.9,-0.0413475,1.13033
UID_H10_182_3_hem-9,20951.1,-0.0140684,1.22591
UID_H10_183_1_hem-17,24417,-0.145712,0.818028
UID_H10_184_1_hem-14,27093.1,-0.207014,0.368803
UID_H10_185_1_hem-16,37348.9,-0.697705,-0.118662
UID_H10_185_2_hem-17,25800,-0.208571,0.722029
UID_H10_185_3_hem-10,26557.5,-0.233885,0.634578
UID_H10_186_1_hem-15,24179.9,-0.165358,0.917382
UID_H10_187_1_hem-15,6201.39,1.93156,1.0611
UID_H10_187_2_hem-8,11445.1,1.78931,1.23006
UID_H10_187_3_hem-12,5028,2.78567,-0.582467
UID_H10_187_4_hem-5,21340.5,0.0471814,0.946034
UID_H10_187_5_hem-2,21719.8,-0.0574928,1.16731
UID_H10_188_1_hem-10,25383.3,-0.210465,0.789977
UID_H10_188_2_hem-4,22488,-0.0795965,1.05867
UID_H10_188_3_hem-7,22907.7,-0.0944235,1.01296
UID_H10_189_1_hem-4,19290.5,0.0834041,1.34122
UID_H10_189_2_hem-7,24165.8,-0.127637,0.823225
UID_H10_189_3_hem-10,24528.5,-0.181461,0.891833
UID_H10_189_4_hem-8,26589.4,-0.267747,0.701948
UID_H10_189_5_hem-7,21208.7,0.0186304,1.03308
UID_H10_189_6_hem-4,21192.5,0.0142688,1.07643
UID_H10_189_7_hem-21,37815,-0.594076,-0.482533
UID_H10_18_1_hem-3,26267.9,-0.232307,0.659496
UID_H10_190_1_hem-3,20362,0.175617,0.829659
UID_H10_190_2_hem-11,28214.8,-0.28719,0.42193
UID_H10_190_3_hem-9,26568.8,-0.269292,0.700251
UID_H10_191_1_hem-16,27002.1,-0.292315,0.686396
UID_H10_192_1_hem-3,19116.7,0.102202,1.32844
UID_H10_192_2_hem-21,26386,-0.25825,0.723346
UID_H10_193_1_hem-12,28212.7,-0.343211,0.585864
UID_H10_194_1_hem-11,30569.8,-0.428542,0.375983
UID_H10_19_1_hem-11,29084.9,-0.367599,0.465808
UID_H10_1_1_hem-25,27686.6,-0.249163,0.426631
UID_H10_21_1_hem-18,43735.3,-0.849218,-0.721769
UID_H10_23_1_hem-14,40318,-0.497942,-0.952932
UID_H10_24_1_hem-15,24675.4,-0.138579,0.76694
UID_H10_25_1_hem-9,21370.5,0.00535793,1.06943
UID_H10_26_1_hem-12,44002.1,-0.850692,-0.79937
UID_H10_27_1_hem-12,44172.9,-0.881705,-0.785824
UID_H10_28_1_hem-4,20993.8,0.0391134,1.06347
UID_H10_28_2_hem-15,26123.4,-0.224152,0.661982
UID_H10_29_1_hem-10,41519.6,-0.813814,-0.513811
UID_H10_2_1_hem-2,23629.2,-0.153695,1.01146
UID_H10_30_1_hem-22,45363.2,-0.951219,-0.693505
UID_H10_31_1_hem-17,25810.1,-0.247416,0.802496
UID_H10_32_1_hem-18,34471.3,-0.572779,0.0312017
UID_H10_33_1_hem-21,25996.1,-0.0865667,0.382838
UID_H10_33_2_hem-4,25057.5,0.0167474,0.174259
UID_H10_33_3_hem-23,37500.4,-0.62469,-0.343858
UID_H10_34_1_hem-7,39862.8,-0.627672,-0.840076
UID_H10_35_1_hem-16,34618.2,-0.578719,0.0167816
UID_H10_36_1_hem-14,25803.8,-0.249689,0.809318
UID_H10_37_1_hem-18,24279.1,-0.0911625,0.68244
UID_H10_38_1_hem-16,22842.8,-0.109655,1.05797
UID_H10_39_1_hem-13,35202.8,-0.566815,-0.0770446
UID_H10_3_1_hem-8,28085.2,-0.251046,0.307234
UID_H10_3_2_hem-2,19763.5,0.0805255,1.23703
UID_H10_3_3_hem-3,28561.5,-0.285835,0.313197
UID_H10_41_1_hem-14,39589,-0.792694,-0.228685
UID_H10_43_1_hem-4,25158.1,-0.178314,0.740892
UID_H10_44_1_hem-4,21939.3,-0.0575877,1.11003
UID_H10_44_2_hem-28,39753.3,-0.670295,-0.636704
UID_H10_45_1_hem-17,30917.5,-0.443611,0.348605
UID_H10_46_1_hem-12,35520.3,-0.601467,-0.0785961
UID_H10_47_1_hem-22,33813.6,-0.520407,-0.0067438
UID_H10_47_2_hem-41,47409.6,-0.972619,-1.02693
UID_H10_48_1_hem-2,5031.29,2.95692,-1.91945
UID_H10_49_1_hem-7,39687.2,-0.697956,-0.485118
UID_H10_49_2_hem-2,20049.2,0.0369973,1.2982
UID_H10_50_1_hem-27,40274.7,-0.791034,-0.375028
UID_H10_51_1_hem-10,39769,-0.739028,-0.419653
UID_H10_52_1_hem-29,29829.5,-0.355004,0.279425
UID_H10_53_1_hem-29,48471.4,-0.852897,-1.6332
UID_H10_53_2_hem-30,48224.3,-0.99711,-1.03634
UID_H10_54_1_hem-28,31768.8,-0.421796,0.128776
UID_H10_55_1_hem-27,35414.7,-0.569503,-0.124924
UID_H10_56_1_hem-13,25399.5,-0.185979,0.713714
UID_H10_57_1_hem-32,45740.7,-0.864641,-1.0876
UID_H10_58_1_hem-16,39679,-0.798562,-0.231557
UID_H10_5_1_hem-3,44459.1,-0.827886,-0.999842
UID_H10_60_1_hem-11,25541.8,0.305479,-0.518729
UID_H10_61_1_hem-18,44726.6,-0.944231,-0.660003
UID_H10_62_1_hem-20,25781.7,-0.199824,0.68341
UID_H10_62_2_hem-29,27679.7,-0.280757,0.507697
UID_H10_63_1_hem-23,31316.8,-0.451946,0.285476
UID_H10_64_1_hem-27,7876.36,2.15725,-2.01106
UID_H10_64_2_hem-21,28485,-0.293842,0.413739
UID_H10_65_1_hem-36,34456.5,-0.576806,0.0489283
UID_H10_65_2_hem-15,32528.1,-0.304887,-0.523596
UID_H10_65_3_hem-18,28475.7,-0.296793,0.405359
UID_H10_66_1_hem-17,24884.7,-0.108021,0.673552
UID_H10_67_1_hem-43,44133.3,-0.853717,-0.813715
UID_H10_68_1_hem-14,40345.3,-0.617666,-0.842391
UID_H10_6_1_hem-22,38162.3,-0.570252,-0.669414
UID_H10_6_2_hem-35,47721.9,-1.04338,-0.835914
UID_H10_70_1_hem-8,47552.6,-0.891613,-1.29805
UID_H10_71_1_hem-25,28431.7,-0.316769,0.460332
UID_H10_72_1_hem-13,24366.4,-0.150315,0.848278
UID_H10_73_1_hem-29,49104.9,-1.04844,-1.00429
UID_H10_74_1_hem-18,45973.5,-0.762846,-1.4375
UID_H10_75_1_hem-15,27795.7,-0.163834,0.145196
UID_H10_75_2_hem-7,41884.7,-0.797031,-0.552012
UID_H10_76_1_hem-16,24467.7,-0.0953625,0.603093
UID_H10_76_2_hem-11,21147,0.0482742,0.957393
UID_H10_76_3_hem-10,35426.8,-0.450103,-0.254657
UID_H10_77_1_hem-3,44579.5,-0.880824,-0.799269
UID_H10_78_1_hem-18,28188.6,-0.141448,0.189524
UID_H10_79_1_hem-5,25031.8,-0.187121,0.81377
UID_H10_7_1_hem-10,40498.3,-0.796309,-0.359145
UID_H10_80_1_hem-11,27150.3,-0.224645,0.451633
UID_H10_81_1_hem-24,42694.8,-0.379782,-2.12696
UID_H10_81_2_hem-13,33073.5,-0.194534,-0.424686
UID_H10_82_1_hem-17,38785.8,-0.712163,-0.313962
UID_H10_82_2_hem-7,30527.5,-0.369345,0.201823
UID_H10_83_1_hem-7,29711.6,-0.347693,0.319904
UID_H10_83_2_hem-3,26941.3,-0.194772,0.42503
UID_H10_84_1_hem-11,25969.9,-0.248903,0.774713
UID_H10_85_1_hem-11,30591.9,-0.432541,0.357298
UID_H10_85_2_hem-8,4632.57,2.7181,-0.722472
UID_H10_85_3_hem-7,25930.6,-0.224237,0.735604
UID_H10_86_1_hem-2,20683.5,0.0164221,1.21153
UID_H10_86_2_hem-8,24867.7,-0.13464,0.73404
UID_H10_86_3_hem-3,21364.2,-0.0339151,1.17805
UID_H10_86_4_hem-10,25532.2,-0.206398,0.738221
UID_H10_87_1_hem-18,29950.2,-0.381161,0.352179
UID_H10_88_1_hem-12,30933.8,-0.410924,0.23006
UID_H10_88_2_hem-20,29721.7,-0.0612734,-0.241849
UID_H10_88_3_hem-10,26657.4,-0.247508,0.653659
UID_H10_89_1_hem-9,11068.5,1.999,-0.953315
UID_H10_89_2_hem-16,29309.9,-0.295209,0.271264
UID_H10_89_3_hem-10,32238.9,-0.482852,0.194008
UID_H10_89_4_hem-13,29721.7,-0.347522,0.275606
UID_H10_89_5_hem-14,29715,-0.323442,0.22828
UID_H10_8_1_hem-11,27517.4,-0.293336,0.595562
UID_H10_90_1_hem-18,29741.9,-0.0455864,-0.248623
UID_H10_90_2_hem-10,26378.5,-0.237072,0.67825
UID_H10_91_1_hem-7,25566.5,-0.237196,0.834629
UID_H10_91_2_hem-12,27297.7,-0.316448,0.697951
UID_H10_91_3_hem-9,31566,-0.418121,0.166348
UID_H10_91_4_hem-14,25361.6,-0.178501,0.701165
UID_H10_91_5_hem-6,19067.5,0.0829627,1.39156
UID_H10_91_6_hem-12,24086.9,-0.11367,0.819299
UID_H10_92_1_hem-5,30993.1,-0.379307,0.152943
UID_H10_92_2_hem-6,25894,-0.181465,0.610258
UID_H10_92_3_hem-12,30599.4,-0.395863,0.252941
UID_H10_93_1_hem-16,26660.6,-0.236825,0.59439
UID_H10_93_2_hem-7,27102.2,-0.281675,0.636612
UID_H10_93_3_hem-6,21578.9,0.00286857,1.00768
UID_H10_93_4_hem-14,25396.7,-0.214547,0.783541
UID_H10_93_5_hem-8,27111.8,-0.150747,0.154305
UID_H10_94_1_hem-18,32441,-0.411136,-0.0381591
UID_H10_94_2_hem-9,31879.1,-0.388052,-0.0274401
UID_H10_94_3_hem-15,27083.8,-0.294418,0.666722
UID_H10_95_1_hem-4,28959.2,-0.314064,0.337871
UID_H10_96_1_hem-22,7947.16,2.29338,-2.27306
UID_H10_96_2_hem-9,26796.5,-0.246526,0.595417
UID_H10_96_3_hem-10,24533.8,-0.161563,0.843481
UID_H10_96_4_hem-13,29446.9,-0.367518,0.408257
UID_H10_97_1_hem-14,27500.1,-0.249165,0.432126
UID_H10_97_2_hem-10,27968.4,-0.258809,0.381643
UID_H10_97_3_hem-12,30370.6,-0.385265,0.275846
UID_H10_97_4_hem-12,26606.2,-0.271942,0.712746
UID_H10_98_1_hem-22,36024.1,-0.633207,-0.074883
UID_H10_99_1_hem-13,30497.5,-0.30172,0.123825
UID_H10_9_1_hem-17,37054.2,-0.683804,-0.109707
