Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5
UID_38_6_2_all-8,-107.859,57.5225,5.00064,-51.0474,31.9937
UID_38_6_3_all-11,841.354,-389.369,10.7731,-146.553,16.9599
UID_38_6_4_all-24,-135.024,4.4483,-5.17032,-34.24,3.90918
UID_38_6_5_all-21,-186.213,-88.0127,-33.984,23.1972,-44.5964
UID_38_6_6_all-11,-113.344,-5.82477,-6.18686,-4.16561,-39.9041
UID_38_6_7_all-6,-85.3027,66.2132,-11.6603,-9.94559,-8.09525
UID_38_6_8_all-10,-126.462,32.0471,-0.583875,-9.56968,-0.365408
UID_38_6_9_all-24,514.012,115.352,331.647,119.133,-37.6059
UID_38_7_1_all-16,-190.79,-52.0584,-10.2854,-4.49197,-27.4979
UID_38_7_2_all-13,-169.039,14.9837,3.33401,-43.9155,26.6337
UID_38_7_3_all-16,-184.377,-25.4329,-3.26178,-30.2131,15.4569
UID_38_7_4_all-21,-203.977,-29.6588,-27.9188,-26.4717,-7.73164
UID_38_7_5_all-12,834.482,-20.1995,-2.30538,-51.6627,198.785
UID_38_7_6_all-24,656.359,1.68137,-79.9183,-62.321,26.4541
UID_38_7_7_all-22,-155.197,-5.15607,-10.7641,-23.3468,-4.13714
UID_38_8_1_all-12,848.591,-191.93,30.7202,-166.697,2.50369
UID_38_8_2_all-25,717.394,-370.393,-91.6316,-89.7762,104.983
UID_38_8_3_all-24,-231.232,-80.7736,-14.6212,-20.402,-23.4486
UID_38_8_4_all-10,-130.194,-10.5277,-31.0386,15.0732,-39.6635
UID_38_8_5_all-27,-139.838,8.19438,-16.8737,-22.2615,5.27503
UID_38_8_6_all-15,-166.698,-7.03673,-9.48584,-17.6686,-8.83096
UID_38_8_7_all-14,-118.482,-2.82549,50.3462,7.47522,17.6614
UID_38_9_1_all-9,-251.733,-104.498,-7.47729,-36.8403,16.3573
UID_38_9_2_all-11,-177.09,17.649,4.54455,-35.5627,17.1714
UID_38_9_3_all-18,-213.104,-135.496,20.8225,39.1183,-29.2226
UID_44_10_1_all-9,-95.1068,-8.35321,-33.6678,17.2147,-37.642
UID_44_10_2_all-15,-152.313,-4.41752,-9.76607,-12.0021,-6.61747
UID_44_10_3_all-8,-80.6841,37.6425,-5.23117,16.5949,-20.4945
UID_44_10_4_all-11,-97.2205,28.7182,-21.3413,-2.45459,-24.0342
UID_44_10_5_all-18,-138.148,44.412,19.2692,-27.9534,25.5632
UID_44_10_6_all-15,-73.3417,33.2638,-10.5868,-0.324268,7.18644
UID_44_11_1_all-12,-8.15905,37.9548,60.4462,37.1109,46.4563
UID_44_11_2_all-35,-146.649,36.471,1.89493,-32.0802,11.0474
UID_44_11_3_all-11,-125.888,-8.47162,-2.2375,-20.4824,-24.8385
UID_44_11_4_all-36,-76.6874,-16.7255,48.668,53.3379,15.9055
UID_44_12_1_all-3,651.417,-33.9509,37.2798,7.53383,-147.381
UID_44_12_2_all-18,771.285,-197.944,2.61629,-90.8086,-67.8033
UID_44_12_3_all-17,-123.433,48.4547,1.20037,-24.5317,12.4694
UID_44_13_1_all-9,-142.93,-40.0887,8.92968,28.7779,-67.861
UID_44_13_2_all-16,-111.299,0.249607,38.7441,5.08062,44.44
UID_44_14_1_all-6,763.895,-173.898,53.3798,-63.3556,-71.9823
UID_44_14_2_all-22,-135.199,34.0729,0.744591,-20.2982,-2.63936
UID_44_14_3_all-24,-90.7901,70.8552,-3.28488,-12.4239,-12.21
UID_44_14_4_all-20,-37.5477,33.5171,44.9881,19.9801,52.2996
UID_44_14_5_all-12,-81.5037,76.2382,2.66569,-14.9506,11.0144
UID_44_15_1_all-7,-134.986,32.3158,2.8928,-24.9702,10.3031
UID_44_15_2_all-4,41.3513,149.557,-21.2305,5.84594,-17.6331
UID_44_15_3_all-25,-284.377,-115.073,-21.2219,-28.1828,6.84709
UID_44_16_1_all-14,-173.665,-31.2336,18.9387,-12.7694,29.6775
UID_44_16_2_all-18,-138.511,42.5139,4.20994,-19.9813,0.646778
UID_44_16_3_all-29,-133.314,-0.575295,-60.3992,-13.1918,16.4637
UID_44_16_4_all-14,-87.9154,86.0958,1.70252,-23.4371,0.145369
UID_44_17_1_all-25,-137.669,-69.6364,80.5728,9.64817,70.3276
UID_44_17_2_all-8,-263.141,-126.725,-0.00054305,-11.0811,1.70261
UID_44_17_3_all-37,-256.965,-124.315,-22.3359,-27.9355,-7.49431
UID_44_17_4_all-15,-193.588,-0.62075,5.13094,-44.6569,23.9123
UID_44_18_1_all-15,-193.07,-47.6129,16.3604,-22.4416,12.017
UID_44_18_2_all-5,-259.685,-125.871,0.170274,-12.6672,0.679118
UID_44_18_3_all-26,-260.632,-120.029,-21.4518,-30.721,-3.63847
UID_44_18_4_all-15,-191.662,2.79935,1.52051,-43.3936,24.2744
UID_44_19_1_all-27,-216.094,-55.2745,-17.9742,-26.0509,-8.17898
UID_44_19_2_all-19,-68.696,54.4445,-8.92178,-14.3893,26.2615
UID_44_19_3_all-24,-132.782,-11.2777,2.56591,-3.7518,31.192
UID_44_1_1_all-25,-195.859,-6.81172,7.38125,-46.7484,30.0707
UID_44_1_2_all-17,-115.727,53.5531,-6.63725,-15.151,0.188567
UID_44_1_3_all-13,-63.7509,97.4832,-3.24365,-27.1997,11.4027
UID_44_1_4_all-14,-87.4631,-2.90576,-34.6099,16.197,-39.352
UID_44_1_5_all-4,-88.543,85.0623,-0.862803,-14.5677,2.43474
UID_44_1_6_all-17,-146.064,4.37522,-9.87011,-8.05253,-8.6266
UID_44_1_7_all-12,-84.616,48.9958,-14.2341,7.49309,-22.1734
UID_44_20_1_all-18,-253.764,-94.8435,-12.5285,-42.8945,14.3811
UID_44_20_2_all-13,-74.7423,41.1254,-20.3966,2.63152,-21.1628
UID_44_20_3_all-12,722.988,-141.795,-116.009,-97.1061,66.1462
UID_44_21_1_all-11,-92.7553,73.7453,8.41926,-24.0164,24.4839
UID_44_21_2_all-17,-122.661,44.3101,-12.1411,-11.768,-1.95135
UID_44_21_3_all-18,-141.02,22.6952,8.57181,-17.5267,6.83774
UID_44_22_1_all-7,-33.8003,108.746,-10.6378,-9.48318,-11.0101
UID_44_22_2_all-8,766.209,-156.364,114.299,-92.7107,-61.9239
UID_44_22_3_all-16,-109.622,23.2841,-4.11285,-13.3896,-15.8385
UID_44_22_4_all-28,-138.777,33.7827,1.36535,-20.645,-1.96713
UID_44_22_5_all-9,-61.7085,76.5574,10.4323,11.2475,-23.7122
UID_44_22_6_all-21,-153.388,32.9156,3.55915,-35.6275,13.1934
UID_44_23_1_all-3,5.06552,131.781,-5.66329,-0.639179,2.60476
UID_44_23_2_all-15,-149.459,16.3332,-7.96536,-16.6471,50.6614
UID_44_23_3_all-24,-96.8819,39.2033,-13.3468,-3.24865,-19.0202
UID_44_23_4_all-6,-46.001,6.84537,54.7558,34.6748,44.7651
UID_44_23_5_all-15,-63.4523,93.5819,-7.02382,-20.9394,10.5045
UID_44_23_6_all-8,-73.091,83.9046,-6.82976,-29.3266,19.2846
UID_44_23_7_all-7,-23.2932,144.773,5.86765,-26.8188,10.6355
UID_44_24_1_all-14,-213.86,-90.6308,-18.2048,-2.24143,-12.1133
UID_44_24_2_all-15,-208.016,-58.7178,-39.9644,-37.737,22.6745
UID_44_24_3_all-17,-260.095,-110.036,-15.3716,-23.9817,-2.81391
UID_44_25_1_all-7,-129.796,-38.0416,6.9655,-27.6291,37.5884
UID_44_25_2_all-27,-250.171,-67.6571,-0.260863,-34.5418,3.74522
UID_44_26_1_all-12,-229.392,-57.994,0.0759067,-62.8897,37.9558
UID_44_26_2_all-3,-115.714,-36.8305,-29.9358,29.024,-36.6815
UID_44_26_3_all-19,-158.204,13.5894,4.78315,-28.661,26.468
UID_44_27_1_all-30,-293.35,-150.773,-8.21533,-41.5796,20.0061
UID_44_27_2_all-18,-104.092,-61.8638,52.0507,39.1731,56.0737
UID_44_27_3_all-24,-122.903,34.6003,-7.77889,-18.7044,0.335388
UID_44_28_1_all-23,-292.022,-162.289,5.84817,-32.0123,27.7655
UID_44_28_2_all-22,-106.375,49.6852,9.40169,-26.607,22.8767
UID_44_29_1_all-8,-31.7389,96.0049,33.8091,6.86639,14.7678
UID_44_29_2_all-22,-157.929,29.6642,-1.39963,-32.481,17.9842
UID_44_29_3_all-28,-187.707,-12.0612,-2.71334,-30.373,12.6216
UID_44_29_4_all-22,-128.832,10.0024,-21.2365,-59.0392,18.1552
UID_44_2_1_all-13,-138.964,-8.05972,-19.2789,-27.8856,-4.4582
UID_44_2_2_all-19,-98.0632,-74.0441,48.7266,67.2619,15.7765
UID_44_2_3_all-18,-185.854,-61.8572,28.1451,-40.4419,-37.836
UID_44_2_4_all-17,-53.0298,88.0218,16.867,7.65813,2.91525
UID_44_2_5_all-31,-238.022,-83.655,-13.7003,-19.2708,-10.022
UID_44_30_1_all-25,-169.279,12.0898,-7.4139,-30.4388,6.22073
UID_44_30_2_all-20,-156.038,31.5236,-1.98322,-32.0842,16.5915
UID_44_30_3_all-26,-91.1808,-91.6699,59.3149,24.7267,41.9813
UID_44_30_4_all-23,728.81,-128.019,-15.1726,-53.6055,11.3856
UID_44_31_1_all-2,-41.0286,45.6113,-16.4901,11.9451,-36.2833
UID_44_31_2_all-12,-188.108,-26.0358,0.247314,-32.2002,19.77
UID_44_31_3_all-18,-99.2886,-77.0086,-24.9064,19.8037,-57.2397
UID_44_32_1_all-17,-125.34,63.2292,-7.51434,-36.8706,17.8703
UID_44_32_2_all-23,-153.551,16.9173,-8.14641,-23.9442,12.2396
UID_44_32_3_all-15,-79.4855,32.1761,-13.3481,-16.3925,2.4731
UID_44_33_1_all-12,-174.593,-8.40801,-7.36764,-23.6474,-5.35509
UID_44_33_2_all-14,-90.2974,42.8399,-18.9193,-10.2393,0.438109
UID_44_34_1_all-24,-177.986,-37.03,-3.11274,-18.6807,0.471903
UID_44_34_2_all-9,-58.8884,107.097,8.32239,-19.9828,12.4387
UID_44_34_3_all-18,-120.595,1.75352,-18.6611,-1.14458,-8.28714
UID_44_34_4_all-20,-204.672,-40.9335,-9.58022,-21.9797,-8.82219
UID_44_34_5_all-9,-50.7345,104.857,-2.51896,-10.9527,-5.42447
UID_44_35_1_all-2,-218.383,-82.5183,-16.5078,-11.9745,-23.4497
UID_44_35_2_all-5,-160.651,7.57015,-7.33364,-41.8675,27.2067
UID_44_36_1_all-2,-184.411,-126.559,12.634,-4.98087,26.592
UID_44_37_1_all-13,-130.941,-1.24812,29.7118,-2.12467,28.809
UID_44_37_2_all-20,-148.035,18.5759,-10.5796,-19.3175,12.2451
UID_44_37_3_all-17,-17.9139,75.0528,-34.666,26.3872,-38.195
UID_44_37_4_all-27,-64.5899,67.7407,-7.15886,-11.2369,-6.02304
UID_44_37_5_all-12,-72.8541,52.9946,0.0545755,-6.41668,9.30074
UID_44_3_1_all-20,-93.935,15.9227,-3.6564,25.7294,-28.3105
UID_44_3_2_all-25,-148.856,-14.3597,-6.84055,11.4395,-9.33668
UID_44_3_3_all-18,-67.9131,69.287,-27.244,-8.40975,-10.4941
UID_44_3_4_all-20,-156.823,12.7838,-2.42227,-25.6055,7.48592
UID_44_4_1_all-13,-161.359,-27.14,-17.8792,-15.2057,-19.7172
UID_44_4_2_all-8,-74.3431,66.8301,10.3118,-12.8362,20.4741
UID_44_4_3_all-12,-135.603,24.8569,-8.14674,-25.8008,-4.66556
UID_44_4_4_all-16,-145.195,15.0343,-2.37227,-22.1791,-6.417
UID_44_4_5_all-26,-166.501,-98.6854,19.0073,-0.344977,45.2323
UID_44_4_6_all-13,-110.538,30.0681,26.6176,6.79922,21.8441
UID_44_4_7_all-4,-28.8164,119.289,-1.01187,-15.8032,23.757
UID_44_4_8_all-12,-100.612,1.62136,-14.9863,12.1075,-18.2504
UID_44_4_9_all-12,-42.4356,20.5355,43.3689,-34.9161,83.1278
UID_44_5_1_all-12,-138.169,5.86159,-18.465,-8.60264,-14.5629
UID_44_5_2_all-27,-224.636,-46.4501,0.0729583,-41.1674,23.5971
UID_44_5_3_all-18,-242.305,-91.7517,1.29133,-33.8534,-20.5323
UID_44_6_1_all-14,-127.999,17.8789,15.6073,-22.1557,45.7869
UID_44_6_2_all-13,-264.454,-120.349,-20.2208,-38.6441,3.09935
UID_44_6_3_all-5,-23.1561,8.17824,-1.65843,51.8362,-16.0453
UID_44_6_4_all-6,-147.281,-122.157,35.6677,41.2207,43.316
UID_44_7_1_all-26,-122.261,28.8084,-10.968,-10.3358,13.2247
UID_44_7_2_all-7,-103.667,14.7602,10.57,-27.24,27.2175
UID_44_7_3_all-34,-141.427,-126.126,39.1937,50.4286,39.4971
UID_44_7_4_all-13,-119.878,-27.7876,66.2287,3.66013,90.7042
UID_44_7_5_all-9,-86.7552,-2.83654,-17.9934,-31.7945,4.77386
UID_44_8_1_all-17,-95.6895,-42.1035,-15.5425,50.7124,-33.7125
UID_44_8_2_all-14,-116.799,17.934,-11.4705,-12.7715,4.3507
UID_44_8_3_all-16,-119.502,39.8255,-15.077,-25.7318,22.7987
UID_44_8_4_all-15,-135.574,22.1577,7.38595,-14.7157,6.14024
UID_44_8_5_all-13,-40.8277,106.88,7.04708,-3.70615,4.01511
UID_44_9_1_all-21,-144.122,-49.5597,-13.4546,29.2589,-41.5521
UID_44_9_2_all-17,-52.1193,-10.9521,-53.8163,25.1847,-70.8061
UID_44_9_3_all-13,-86.1905,-42.417,-47.2303,25.1894,-82.1431
UID_44_9_4_all-16,-119.487,32.907,15.3806,-3.47417,33.8754
UID_44_9_5_all-22,-183.298,-3.57281,-4.63277,-29.1704,16.9094
UID_46_10_1_all-26,53.3981,-191.938,305.184,135.222,144.308
UID_46_10_2_all-9,-197.779,-35.7477,-3.92529,-18.995,-6.87977
UID_46_10_3_all-5,-136.647,-314.59,21.4684,-0.712058,-36.7765
UID_46_11_1_all-18,-237.407,-82.0046,10.3417,-21.4267,-4.35517
UID_46_11_2_all-6,-123.531,-177.996,43.7935,112.649,12.9942
UID_46_11_3_all-15,-187.747,-238.396,68.149,80.0649,-12.4353
UID_46_11_4_all-12,-156.26,-103.847,4.32142,102.512,-11.6789
UID_46_12_1_all-25,664.573,-194.812,-200.499,-53.7622,40.7625
UID_46_13_1_all-10,-114.83,-106.719,17.2714,41.0144,-28.8541
UID_46_13_2_all-13,-162.565,-38.8402,-19.0566,-2.60752,-22.2523
UID_46_13_3_all-11,-140.257,-48.4797,26.1674,34.9165,24.0938
UID_46_13_4_all-16,-114.939,-146.95,9.08536,81.8274,-3.48455
UID_46_13_5_all-16,-91.4917,-188.739,14.0561,169.006,-26.3213
UID_46_13_6_all-10,-141.017,-186.053,20.9637,100.359,-41.5765
UID_46_13_7_all-26,-231.886,-114.592,3.97465,-42.3446,45.9913
UID_46_13_8_all-10,-149.435,-75.0472,-8.55751,23.5588,9.02615
UID_46_13_9_all-14,-176.124,-108.511,-25.275,12.2175,-24.1761
UID_46_14_1_all-18,765.472,-180.414,-167.382,-45.3589,37.066
UID_46_14_2_all-13,-120.701,-152.08,175.822,28.1942,-151.068
UID_46_15_1_all-9,-75.6543,-257.689,157.476,-91.8457,80.2028
UID_46_15_2_all-20,-190.09,-75.9385,1.10819,-20.4232,9.37245
UID_46_15_3_all-16,-166.809,-19.157,-17.9442,-41.4104,-2.35826
UID_46_15_4_all-18,-189.33,-105.015,47.7035,5.80422,27.4031
UID_46_16_1_all-18,-187.946,-30.3233,-15.1037,-52.6853,4.08713
UID_46_16_2_all-19,-200.449,-149.498,-42.17,27.4241,-94.6397
UID_46_16_3_all-9,-165.695,-44.3446,-64.3882,-12.3547,37.8176
UID_46_16_4_all-12,-252.075,-89.4581,16.8906,-30.6473,15.7181
UID_46_16_5_all-21,-250.517,-219.963,37.5233,15.2418,-34.5544
UID_46_17_1_all,493.39,638.563,11.1903,45.2781,-13.7892
UID_46_17_2_all-20,-110.995,0.621142,-14.0346,3.03886,-28.1197
UID_46_17_3_all-13,-199.835,-35.6388,3.90477,-40.9764,33.5188
UID_46_17_4_all-15,-179.579,-95.2641,-71.6083,23.98,-61.8368
UID_46_17_5_all-20,-144.663,-31.4602,-19.0858,-23.9464,5.77904
UID_46_17_6_all-40,-265.371,-113.851,2.63447,-22.7993,2.28572
UID_46_17_7_all-5,-168.469,-174.869,51.4569,84.322,-21.9499
UID_46_17_8_all-11,-210.8,-137.557,20.0669,19.2423,15.1238
UID_46_18_1_all-8,170.85,13.3451,254.656,-65.5485,-5.81818
UID_46_18_2_all-13,672.784,-237.7,-146.35,-16.0098,-8.20032
UID_46_18_3_all-9,258.092,-206.598,307.304,40.4881,249.127
UID_46_19_1_all-16,-190.205,-41.4108,-2.96144,-20.4996,12.6461
UID_46_19_2_all-6,-239.838,-241.363,12.5528,82.7721,-0.0633447
UID_46_19_3_all-5,-167.898,-178.11,59.2821,23.1439,94.8687
UID_46_1_1_all-7,-202.461,-120.351,-16.0707,7.35733,-27.3543
UID_46_1_2_all-11,-203.455,-90.4428,-22.9195,3.27064,-43.1032
UID_46_1_3_all-3,-127.628,-321.353,3.98533,103.363,18.1579
UID_46_1_4_all-8,-210.953,-89.402,-17.3214,-2.55528,-19.4568
UID_46_1_5_all-6,-230.122,-86.2807,-24.9626,-24.3629,-17.2342
UID_46_20_1_all-21,-195.552,-132.246,-29.988,-16.7707,-9.9178
UID_46_20_2_all-18,-211.519,-141.14,0.675286,41.5226,-23.9672
UID_46_20_3_all-12,280.186,-173.322,307.73,68.5112,135.76
UID_46_20_4_all-4,-200.286,-30.4627,-11.6017,-33.0601,0.780355
UID_46_20_5_all-18,-212.717,-123.852,22.3551,25.8674,-18.5786
UID_46_20_6_all-24,-166.158,-105.877,-29.1889,25.3517,-46.8227
UID_46_21_10_all-32,-238.557,-208.007,-40.3899,58.9522,-65.972
UID_46_21_1_all-15,-211.617,-375.538,25.2101,151.944,-280.692
UID_46_21_2_all-14,-143.883,-76.8814,-25.4986,9.05289,15.8227
UID_46_21_3_all,520.045,596.145,-3.81892,85.6313,-69.7598
UID_46_21_4_all-24,393.006,-73.345,335.48,-10.1698,-87.814
UID_46_21_5_all-11,632.805,-38.3417,386.441,-161.426,-10.3472
UID_46_21_6_all-9,-31.3917,-131.377,57.7126,18.6331,102.08
UID_46_21_7_all-21,348.429,-101.54,303.212,-198.177,-26.6572
UID_46_21_8_all-19,-180.962,-28.8501,-5.50746,-9.92905,-6.19411
UID_46_21_9_all-6,704.875,-140.92,261.146,240.731,239.561
UID_46_22_1_all-13,-124.108,-127.183,99.1801,71.5834,-18.0313
UID_46_22_2_all-16,-162.318,-83.4884,-22.2436,18.837,-16.8032
UID_46_22_3_all-13,-149.67,-86.8152,-61.2103,43.8195,-76.9397
UID_46_22_4_all-15,206.108,-110.865,180.208,-120.289,-2.03245
UID_46_22_5_all-17,-195.576,-90.517,-28.7228,-31.5072,-21.368
UID_46_22_6_all-14,-162.638,-240.595,-15.7065,133.421,-84.6895
UID_46_22_7_all-25,633.222,-15.5311,-286.32,105.91,91.7233
UID_46_22_8_all-34,-248.375,-99.4268,-13.751,-34.7515,-16.7638
UID_46_22_9_all-12,-247.325,-122.547,-23.4563,-18.6854,-10.5368
UID_46_23_1_all-12,-174.61,-142.973,35.7971,69.1353,25.3722
UID_46_23_2_all-11,381.553,-169.01,301.553,11.5456,94.315
UID_46_23_3_all-23,-224.388,-44.3767,-8.34008,-45.9967,14.2983
UID_46_23_4_all-24,-156.766,-253.506,12.9312,148.891,-44.6129
UID_46_24_1_all-19,-192.422,-117.051,-18.292,-10.3692,-13.6447
UID_46_24_2_all-21,-234.466,-97.1456,-9.99164,-5.38157,-26.9951
UID_46_24_3_all-7,688.995,-76.0365,380.335,334.703,145.635
UID_46_24_4_all-21,-223.448,-131.218,-10.5082,20.9606,4.12075
UID_46_24_5_all-7,295.789,-211.309,263.339,210.139,258.434
UID_46_25_1_all-16,303.879,49.4333,285.849,156.779,-187.627
UID_46_25_2_all-14,-299.401,-115.207,-8.02797,-47.7416,17.0002
UID_46_25_3_all-17,-198.825,-196.607,113.24,-0.509365,46.2304
UID_46_25_4_all-2,-44.9757,-314.949,174.33,129.687,28.5776
UID_46_25_5_all-16,-263.042,-178.552,-23.6346,-4.42601,-29.6273
UID_46_25_6_all-25,-195.45,-16.2663,-3.25388,-39.7271,14.5516
UID_46_26_1_all-17,-159.281,-115.496,65.3782,36.8567,86.7785
UID_46_26_2_all-28,-224.356,-90.5426,-0.433362,-31.0455,29.984
UID_46_26_3_all-8,234.43,-106.806,270.223,-20.2741,38.2873
UID_46_26_4_all-15,-190.428,-27.6771,-9.96676,-57.5704,30.4736
UID_46_27_1_all-15,490.591,147.288,467.85,65.4058,-197.833
UID_46_28_1_all-23,-245.161,-131.483,-21.6054,3.89783,-28.8933
UID_46_29_1_all-10,369.508,-78.1578,304.266,57.7418,146.603
UID_46_29_2_all-13,-184.713,-63.1593,-7.87441,9.53809,-9.32851
UID_46_29_3_all-11,-262.288,-95.9496,-14.3463,-36.9884,22.9166
UID_46_29_4_all-13,-109.775,-26.6547,11.0861,58.4198,-62.2219
UID_46_29_5_all-5,640.277,22.4809,-424.856,291.62,70.3347
UID_46_2_1_all-17,-212.794,-129.59,-15.023,9.18215,-30.5591
UID_46_2_2_all-21,-208.581,-100.432,-24.5693,0.394521,-44.6073
UID_46_2_3_all-23,-167.525,-252.623,-1.20304,58.179,34.4408
UID_46_2_4_all-17,-212.336,-94.9871,-23.365,-11.7119,-11.0524
UID_46_2_5_all-14,-240.906,-94.1553,-22.6818,-23.3119,-14.5497
UID_46_30_1_all-16,-200.543,-235.649,-53.0821,116.569,-74.5325
UID_46_30_2_all-23,390.662,-64.0835,613.704,323.06,-137.22
UID_46_30_3_all-18,709.227,-67.1454,488.186,46.5913,1.00525
UID_46_30_4_all-5,390.226,-72.9185,362.165,-150.629,-137.448
UID_46_30_5_all-15,-206.311,-148.072,25.0255,29.6234,-1.04412
UID_46_31_1_all-14,-115.704,-282.494,-70.2103,104.706,-57.0901
UID_46_31_2_all-12,-204.696,-306.655,-49.8808,148.725,-50.834
UID_46_31_3_all-17,127.303,-111.194,166.901,30.0089,232.534
UID_46_31_4_all-10,-134.455,-175.977,9.54058,92.637,-42.2054
UID_46_31_5_all-17,307.75,9.77915,280.811,75.8506,41.7425
UID_46_32_1_all-13,-117.462,-281.663,-67.2135,110.678,-57.8824
UID_46_33_1_all-15,431.468,47.9495,472.702,-37.5332,-110.179
UID_46_33_2_all-9,461.245,-32.0126,333.617,-53.5777,-101.079
UID_46_33_3_all-7,487.547,-88.9092,302.69,80.3569,213.288
UID_46_33_4_all-11,249.53,-116.806,251.835,-90.756,86.5139
UID_46_34_1_all-17,-180.813,-13.762,9.31937,-3.66908,-3.79875
UID_46_34_2_all-7,-85.0666,-248.372,119.137,49.1843,154.088
UID_46_34_3_all-6,60.152,-304.878,258.814,186.706,-23.8239
UID_46_35_1_all-23,-124.561,-280.867,-1.41037,119.016,-29.8668
UID_46_35_2_all-22,-196.413,-28.0225,11.4279,-17.6959,-12.5812
UID_46_36_1_all-19,-182.768,-60.9006,-17.6003,-17.1015,-1.26843
UID_46_36_2_all-23,-198.135,-109.03,-11.0406,-23.3548,-16.9773
UID_46_36_3_all-18,596.68,-182.267,307.118,-33.1499,-119.12
UID_46_37_1_all-19,-199.272,-200.134,-8.93529,40.7859,-17.2457
UID_46_3_10_all-18,511.048,-77.0301,-359.649,111.168,-91.9144
UID_46_3_11_all-18,708.683,56.4221,367.816,342.705,125.912
UID_46_3_12_all-19,-128.68,-14.2404,-9.11952,-30.8322,34.4851
UID_46_3_1_all-30,-235.784,-143.604,-33.9971,-64.5037,24.4303
UID_46_3_2_all-25,-233.478,-230.52,19.6221,46.6491,-42.4637
UID_46_3_3_all-23,-255.559,-111.216,-18.5583,-40.1149,3.22145
UID_46_3_4_all-19,-180.421,-80.5159,-32.6262,27.2193,-64.9863
UID_46_3_5_all-15,301.095,219.932,77.563,26.1556,-40.5492
UID_46_3_6_all-13,-187.394,-28.8554,6.19634,-37.7594,34.7215
UID_46_3_7_all-21,-186.238,-28.7641,-8.99407,-21.7334,-16.1288
UID_46_3_8_all-10,-147.101,-132.194,-27.9347,58.5288,-67.7867
UID_46_3_9_all-12,-162.343,-50.7291,7.99285,13.1435,8.7038
UID_46_4_1_all-12,-121.361,-340.284,36.3618,-51.8887,110.606
UID_46_4_2_all-14,-232.807,-84.5865,-10.4909,-26.3918,-2.37014
UID_46_4_3_all-10,-231.075,-83.2251,4.21858,-26.6574,19.2105
UID_46_4_4_all-6,-175.686,-143.415,5.77866,58.6575,-12.941
UID_46_4_5_all-14,-217.509,-100.263,-22.8907,0.768297,-21.5849
UID_46_4_6_all-19,-224.732,-106.372,-23.2764,-30.5226,22.0362
UID_46_4_7_all-6,-248.634,-142.712,-5.36457,-8.90393,-13.8253
UID_46_5_10_all-7,875.632,90.1184,-322.504,92.9182,535.923
UID_46_5_1_all-19,484.661,-122.047,281.942,235.761,191.099
UID_46_5_2_all-31,-167.253,-119.551,105.346,40.6666,94.7377
UID_46_5_3_all-4,425.514,513.78,36.5744,31.0705,-23.4612
UID_46_5_4_all-4,570.108,-52.6603,456.267,146.386,217.912
UID_46_5_5_all-6,760.65,-236.483,-220.526,101.454,133.633
UID_46_5_6_all-9,128.022,-138.616,223.342,85.5458,199.259
UID_46_5_7_all-4,479.401,577.638,5.371,42.5529,-14.1757
UID_46_5_8_all-8,-103.818,-312.769,47.2564,-118.158,-113.913
UID_46_5_9_all-17,-28.0646,-31.6797,60.1044,64.4501,10.8656
UID_46_6_10_all-16,-269.348,-107.26,7.98433,-34.5336,39.8344
UID_46_6_1_all-14,-148.66,-35.2903,-5.23827,-51.6667,20.0572
UID_46_6_2_all-14,-204.435,-37.2,-5.48324,-38.9485,29.5859
UID_46_6_3_all-20,-173.175,-74.235,-6.05469,0.66267,-7.25749
UID_46_6_4_all-7,-144.552,-113.934,-28.1237,9.81855,14.0404
UID_46_6_5_all-12,-110.959,-199.592,131.093,41.9009,185.329
UID_46_6_6_all-24,-199.695,-43.1491,13.7502,-17.7688,39.2162
UID_46_6_7_all-4,-200.664,-49.1348,0.152224,-34.8032,11.7541
UID_46_6_8_all-8,-217.085,-54.2834,22.4677,-26.3267,61.2361
UID_46_6_9_all-5,-191.606,-71.8515,-37.3188,13.473,-29.5063
UID_46_7_10_all-13,-189.334,-37.2419,-12.3419,-59.2544,47.9947
UID_46_7_11_all-7,-204.547,-37.5672,-6.77198,-40.4793,27.9017
UID_46_7_12_all-17,-185.322,-71.1249,-9.87501,-9.93639,-9.50315
UID_46_7_13_all-6,-75.5621,-271.211,86.568,301.803,-23.3398
UID_46_7_1_all-16,-174.293,-54.8524,-12.0515,-8.41072,6.94991
UID_46_7_2_all-28,763.388,-306.006,41.7738,-90.3211,26.9387
UID_46_7_3_all-11,432.304,97.9389,119.581,8.01439,-145.72
UID_46_7_4_all-15,-181.517,-12.1135,-9.79488,-29.5614,1.27146
UID_46_7_5_all-24,491.027,-50.0603,308.247,-88.7784,-41.9179
UID_46_7_6_all-9,540.093,294.508,-225.822,260.519,-91.2432
UID_46_7_7_all-10,476.727,155.776,388.821,385.695,-53.1029
UID_46_7_8_all-22,-151.31,-44.3355,-26.2872,-26.5064,-24.2906
UID_46_7_9_all-16,-130.107,-12.5425,-29.6036,9.31483,-22.3352
UID_46_8_1_all-17,-256.077,-101.047,-11.9565,-32.108,1.54315
UID_46_8_2_all-17,-66.6032,-151.885,60.5761,152.668,13.9226
UID_46_8_3_all-12,299.452,-252.882,228.209,307.646,105.087
UID_46_8_4_all-18,-145.591,-37.4775,-36.0667,17.726,-40.3728
UID_46_8_5_all-29,-199.312,-179.124,-36.2282,33.643,-61.4655
