Contour,Aspect Ratio,allModel (normalized mode 1),allModel (normalized mode 2)
UID_5_34_2_all-2,0.997305,0.0681239,-1.51906
UID_5_34_3_all-11,1.08058,-0.4332,-0.361346
UID_5_34_4_all-5,1.30165,-0.488049,0.366778
UID_5_35_1_all-13,1.23622,-0.366693,-0.146895
UID_5_35_2_all-5,1.10277,0.0688807,-0.969049
UID_5_35_3_all-11,1.05766,-0.483645,0.0890964
UID_5_3_1_all-2,1.19298,-0.0884719,-0.717058
UID_5_3_2_all-2,1.30768,0.285666,-1.40525
UID_5_3_3_all-2,1.06426,0.191496,-1.39403
UID_5_3_4_all-3,1.1393,-0.494172,-0.154721
UID_5_4_1_all-2,1.23724,-0.255385,-0.376797
UID_5_4_2_all-2,1.29321,0.217035,-1.36188
UID_5_5_1_all-2,1.41881,0.397371,-1.46987
UID_5_5_2_all-6,1.22061,-0.107289,-0.857919
UID_5_5_3_all-4,1.18222,0.12087,-1.16396
UID_5_5_4_all-3,1.01944,0.181985,-1.80744
UID_5_5_5_all-10,1.17718,-0.215358,-0.719282
UID_5_5_6_all-2,1.33309,0.367554,-1.49827
UID_5_6_1_all-2,1.16816,-0.754792,0.540216
UID_5_6_2_all-8,1.23893,-0.297919,0.00646131
UID_5_7_1_all-7,1.2478,-0.514496,0.414777
UID_5_7_2_all-7,1.18725,-0.203191,-0.551869
UID_5_7_3_all-5,1.03207,-0.284705,-0.487444
UID_5_8_1_all-13,1.24168,-0.389846,-0.105705
UID_5_8_2_all-6,1.11237,0.0223567,-1.15104
UID_5_8_3_all-10,1.04621,-0.460516,0.0843219
UID_5_8_4_all-10,1.01525,-0.146455,-1.0626
UID_5_8_5_all-10,1.2502,-0.504215,0.413929
UID_5_9_1_all-2,1.3071,0.245481,-1.04462
UID_5_9_2_all-2,1.35682,0.153852,-0.89479
UID_5_9_3_all-4,1.11089,0.307723,-1.77039
