Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9,Mode 10,Mode 11
UID_26_6_8_all-33,-193.594,127.938,-31.7521,39.6413,57.4758,-52.8981,-64.4773,-5.27067,-2.56203,-33.0045,50.6587
UID_26_6_9_all-20,-101.328,-52.6729,4.91229,19.973,-2.2513,-4.47262,-20.6986,0.304808,-4.39804,2.21552,-1.7951
UID_26_7_1_all-17,-145.327,-27.2866,6.05115,50.3029,12.2986,-12.9064,8.01013,3.19597,-3.13152,-7.46404,7.81366
UID_26_7_2_all-9,-51.0822,58.313,-60.8075,-42.7774,-1.21801,-37.058,18.7819,-62.0411,-21.6144,-34.218,-18.983
UID_26_7_3_all-4,840.022,68.3342,33.1949,112.541,-42.3031,5.26165,-39.5187,-46.5218,0.358077,-33.9448,-0.513612
UID_26_8_1_all-18,504.243,-89.0379,627.968,-258.775,15.9952,177.197,60.9792,-95.5163,-143.825,-8.24044,19.0645
UID_26_8_2_all-7,609.658,147.878,13.0631,-29.802,-113.605,-41.9537,-228.538,-89.6762,91.7361,71.6497,-18.2999
UID_26_8_3_all-22,-209.091,74.5621,1.10806,24.6071,-20.3648,-6.94165,3.81859,-4.93984,-4.78069,-10.9798,-14.8199
UID_26_9_1_all-19,882.239,220.499,1.93816,159.784,-43.3047,-43.4675,-14.7139,-43.3179,22.502,-18.8065,4.17748
UID_26_9_2_all-10,35.9618,-114.758,13.5644,-47.1944,-15.4418,35.7764,-52.5557,19.1244,-2.97983,28.1441,6.18299
UID_26_9_3_all-21,820.19,134.566,65.3754,128.226,-49.0752,30.207,-4.92105,24.1052,28.4005,-30.0541,1.91432
UID_26_9_4_all-24,838.996,121.558,75.9285,151.495,97.4888,-119.968,71.4884,55.0995,-110.138,18.0092,-7.91715
UID_28_10_1_all-29,-83.6893,24.1197,1.87748,-32.0374,-37.9376,-22.6303,19.4918,1.28242,17.2094,3.89785,-9.1421
UID_28_10_2_all-20,-92.0251,-6.296,-0.347057,11.2273,-20.2134,-22.5699,-19.7202,-20.6666,1.31996,10.4508,-6.7674
UID_28_10_3_all-24,-89.1801,-43.6991,-18.5166,45.436,15.2645,-12.9326,-29.5702,2.93145,0.122715,-14.0888,3.44771
UID_28_10_4_all-7,10.5515,-147.93,-6.68665,-17.4438,-9.30058,5.82211,5.52526,-2.75519,11.0566,-9.23393,-2.6048
UID_28_10_5_all-19,-10.5288,-77.2696,21.3699,-23.1186,-35.1547,11.4314,-9.25568,-1.00214,16.1951,18.2558,-4.40125
UID_28_10_6_all-12,37.0188,-81.6545,12.6818,-47.4983,-40.3021,12.2217,-60.2171,5.80254,10.7464,-3.57589,-2.00779
UID_28_10_7_all-3,-17.704,-92.1062,-8.30905,-28.6473,-26.4117,5.34987,7.47834,-2.27245,7.02706,-11.0885,-5.39311
UID_28_12_1_all-2,47.2107,-158.203,14.5793,-23.8135,-19.7348,14.5271,-3.36369,-0.00289302,14.2023,12.0324,-2.10996
UID_28_13_1_all-6,-9.48653,-38.3186,15.4853,-59.441,-42.2822,22.864,8.50159,-2.33557,2.86304,-10.4182,-13.5739
UID_28_14_1_all-3,43.7249,-181.771,0.873497,-20.807,-10.9953,7.84902,15.5327,1.74062,28.0417,-6.76661,9.72929
UID_28_15_1_all-18,-67.8557,-15.8803,29.1046,-36.0562,-47.8091,16.8492,22.6845,5.41212,1.7323,-5.8009,-11.5046
UID_28_15_2_all-16,-91.7377,31.0202,13.4196,6.01876,-16.8756,-0.595809,34.6334,-19.7625,22.1601,-19.6055,3.8264
UID_28_15_3_all-15,-92.5027,-32.4814,18.6067,-2.99458,-28.3783,6.76747,-6.43425,9.47204,-1.16639,-2.55135,-3.53902
UID_28_16_1_all-10,837.616,-55.0102,127.419,66.4025,66.9995,-5.21585,34.0236,41.5341,39.9843,-15.8926,-4.09191
UID_28_17_1_all-19,36.9979,-116.892,20.7489,-46.9058,-32.4934,13.3969,15.7473,10.5132,10.0401,-3.27207,-0.109406
UID_28_1_1_all-2,86.1936,-189.65,21.4062,-47.5401,-31.3293,11.2317,-10.2738,4.60674,7.12708,-2.18447,-0.719467
UID_28_1_2_all-8,12.4696,-46.2392,5.82647,-48.0831,-39.3217,-27.3658,-6.32491,-26.5648,-8.02506,1.70341,-10.3674
UID_28_20_1_all-2,-2.20278,-35.0595,39.8529,-30.1197,-22.7847,19.7665,11.0569,-2.50057,-0.934426,9.37271,0.870018
UID_28_20_2_all-19,-230.157,138.022,46.1268,14.1876,-31.4134,2.43265,-13.1628,1.9204,-21.7809,2.66351,-13.0483
UID_28_21_1_all-21,-216.112,65.1212,6.75137,56.1055,5.64855,-21.0138,6.2893,-20.4551,3.39778,17.1654,-10.8308
UID_28_21_2_all-2,-18.7914,-118.936,3.00706,17.3981,26.3541,4.26534,5.7597,-3.69466,13.0263,7.13383,19.4918
UID_28_23_1_all-3,-99.023,80.917,57.6298,2.30613,-57.2352,-0.359696,-5.14901,-0.56038,30.6072,17.8034,5.01185
UID_28_23_2_all-18,-28.3664,58.7121,-26.7799,-45.9848,6.10265,58.8925,-3.47325,35.5774,31.4887,27.0292,3.79846
UID_28_23_3_all-18,-161.531,34.9283,35.2676,31.1551,-8.08749,-0.112784,8.55181,17.3605,-7.91575,-9.32543,-6.52177
UID_28_24_1_all-17,-94.526,-67.0991,-1.05399,31.4759,15.185,-11.734,-8.14189,-19.6538,-0.265818,22.9874,-2.41879
UID_28_24_2_all-3,-34.2946,-15.489,26.7495,-1.20857,-23.2217,-1.77115,-34.6755,-48.7288,16.6903,36.4936,-5.1174
UID_28_25_1_all-17,-94.4882,-7.86508,43.2338,-1.40587,-29.1552,11.4521,16.1795,8.46472,-11.1842,-10.3482,-13.0992
UID_28_25_2_all-48,-92.9556,25.3887,36.9088,-34.6475,-49.0906,3.54413,8.70895,17.9318,-2.26223,-2.07078,-2.37697
UID_28_27_1_all-2,-11.2386,-39.0854,-41.4295,-68.5286,-3.19452,52.8266,-9.28151,17.9249,11.5105,-31.9539,-3.67643
UID_28_27_2_all-9,-59.7808,-86.2106,1.31887,22.4905,12.1053,11.2204,-13.7197,16.0876,7.0352,5.42094,20.7964
UID_28_28_1_all-5,-104.597,-22.7533,-33.462,10.454,10.6802,0.0635443,-14.1634,-8.1269,-0.646714,-19.9508,1.83541
UID_28_28_2_all-7,-66.8909,-8.926,23.4497,-18.9632,-16.3615,12.4958,31.8748,-9.29341,-20.3229,-27.8194,-13.9435
UID_28_29_1_all-3,15.0098,-7.48471,51.2908,-57.8897,-71.3771,20.6664,-12.3237,-4.04115,7.33579,12.1355,-11.6036
UID_28_29_2_all-2,-38.3017,-99.9198,4.16856,10.6811,-3.10514,7.56064,4.59693,1.61756,18.302,0.0286826,8.52918
UID_28_29_3_all-17,-66.5131,-19.2914,-21.1538,-20.1691,-2.12743,3.18536,9.48672,-10.4835,-1.44746,-26.5315,-3.58298
UID_28_29_4_all-5,-60.3619,-104.939,-3.53732,4.83409,2.97972,7.77691,-3.21579,2.63269,-6.17592,-4.86883,-1.55608
UID_28_2_1_all-16,-84.1884,35.2281,62.2493,-42.1868,-56.9513,14.8834,-20.0973,6.39504,-22.1111,12.0438,-10.7863
UID_28_2_2_all-2,15.9823,-189.435,-9.90779,0.244799,8.55457,3.96402,-12.8459,-3.02581,0.751072,-3.80179,0.349072
UID_28_2_3_all-5,-12.6405,-96.7597,-1.02519,-10.2238,-8.91299,-2.22401,-13.8797,-8.21301,-3.68833,-15.5115,4.28488
UID_28_2_4_all-20,-74.9924,-73.1251,7.45375,2.57505,-17.5972,1.78131,-2.0717,-1.17945,2.96165,-2.61303,-9.19266
UID_28_2_5_all-14,-27.7267,-143.263,-3.86537,11.5269,10.2172,-1.58496,3.47164,-1.28092,17.9942,-8.45658,12.0377
UID_28_2_6_all-19,-55.0194,-96.3165,2.90585,4.45645,-3.10221,-9.29741,0.334553,-10.1988,-0.812932,8.44586,-9.87176
UID_28_30_1_all-30,-126.861,11.8377,15.2374,30.1873,-1.30919,8.11054,38.779,0.630399,-5.01546,-7.3039,-2.45723
UID_28_31_1_all-7,-166.362,-4.6878,3.76092,44.6594,5.32075,-2.56179,-6.04176,7.85118,-3.16682,3.34136,-0.227809
UID_28_31_2_all-18,-44.3063,-85.1686,8.0975,-1.72494,-3.76597,16.8372,-13.3631,-5.70858,-2.46213,31.7732,-11.8743
UID_28_31_3_all-5,-89.5644,-46.6935,8.78341,16.0351,-8.75549,2.65526,-1.36953,5.8623,4.32663,2.15621,-0.567513
UID_28_32_1_all-4,-27.3777,-129.841,4.95459,-4.77443,-11.895,5.98896,-4.53685,2.61305,1.32688,-2.88264,-5.20034
UID_28_32_2_all-3,-38.8505,-82.0332,8.06889,-4.86046,-12.3692,5.90757,0.606795,-2.40268,13.7565,9.43808,-0.0287179
UID_28_33_1_all-2,40.8361,-99.7985,27.4784,-37.2767,-33.0017,9.76749,22.5922,-1.10078,20.649,-1.53507,3.7298
UID_28_33_2_all-7,-32.3091,-23.8708,16.6477,-47.8537,-36.1157,20.529,-7.3634,4.89242,-5.79392,-7.44155,-11.6128
UID_28_33_3_all-2,16.2824,-121.72,25.2345,-29.8962,-31.6006,7.00261,-9.07489,1.31227,9.05512,-1.1858,-3.63556
UID_28_34_1_all-3,-37.4087,-57.1159,9.24267,9.44903,19.5912,0.473943,-7.88256,-21.9349,-28.8989,9.14912,-4.96717
UID_28_34_2_all-4,890.802,11.8718,31.0074,60.1097,84.827,-9.08783,-28.3117,-57.7874,55.5341,-9.20398,42.6319
UID_28_34_3_all-2,-31.3295,-100.434,12.3856,-10.0943,-6.80912,7.97388,-9.00942,0.688526,-12.3883,-10.7467,-1.74783
UID_28_34_4_all-15,703.871,-46.2244,289.1,-79.9878,83.4241,122.595,34.926,31.3202,-133.684,-58.3829,2.7939
UID_28_34_5_all-8,-52.9602,-96.5151,11.1762,14.1576,-2.57891,-4.48577,-2.09895,-1.91324,12.2402,10.4587,0.965563
UID_28_35_1_all-6,-123.339,46.9265,22.4358,0.576829,-20.0414,-2.13853,17.2108,-1.25419,5.46122,0.471763,-0.240039
UID_28_36_1_all-7,-70.2849,56.3834,31.4865,-29.6611,-53.5599,2.77458,-0.25028,-2.62238,18.4473,-0.837839,-4.17097
UID_28_37_1_all-2,-253.522,151.402,23.195,11.4518,-34.2767,-26.2707,14.0595,7.50246,-11.0052,5.39068,-14.9578
UID_28_37_2_all-4,-80.9974,163.036,34.5569,-91.7648,-98.3403,-0.251479,-4.77279,-22.0938,-16.5968,4.59385,-29.2314
UID_28_38_1_all-23,-140.763,-12.7655,14.7298,32.2913,-6.25081,-1.22031,-1.91643,16.7918,-3.54266,-11.6349,1.89385
UID_28_3_1_all-4,26.0274,-95.4651,-30.2748,-36.751,2.28186,8.60009,-15.0382,-6.48804,15.6646,-26.8833,9.39386
UID_28_3_2_all-6,25.908,-167.455,-1.29618,-19.5305,-6.11102,5.92014,-0.612786,1.14708,2.8947,-5.39437,1.14389
UID_28_3_3_all-11,-36.3121,-137.997,-9.56122,9.39779,-0.223795,-5.5511,-5.40247,0.752885,7.23211,-5.46824,0.195266
UID_28_3_4_all-19,-72.8293,-71.369,8.38002,24.2732,16.1498,3.0506,14.5482,14.9851,2.54821,1.26008,9.88077
UID_28_4_1_all-5,43.9285,-103.515,-8.63902,-41.1889,1.413,-15.6839,6.12348,-36.4138,-9.50034,-5.94801,-6.00791
UID_28_4_2_all-6,-18.4031,-42.8925,34.9608,-16.6679,-31.3716,25.8318,-25.0283,26.4722,-31.0313,-9.89445,9.433
UID_28_4_3_all-2,783.411,32.7502,-33.1348,47.6012,3.3973,-51.3237,-35.9356,-30.2459,-16.1285,36.385,0.673439
UID_28_4_4_all-16,349.71,-357.007,-28.0546,-122.209,79.3594,72.5218,36.2581,1.52678,41.6894,35.5656,-1.41699
UID_28_4_5_all-16,-135.291,-37.0011,0.634203,51.1869,18.4684,-12.5533,16.9476,-0.633292,8.47736,-9.32519,10.3275
UID_28_4_6_all-4,-6.16529,-129.551,-8.89264,-15.5077,-8.27872,2.91762,7.29792,-2.16442,8.11298,-17.2686,-2.90891
UID_28_5_1_all-5,839.928,-8.05821,-25.9191,140.155,-52.282,22.0175,27.0241,36.0785,-8.46943,-19.0481,9.97928
UID_28_5_2_all-13,807.537,55.0569,-14.9875,103.709,-71.2099,30.6642,-17.3761,34.7341,36.5073,-1.4712,15.859
UID_28_5_3_all-10,702.761,-33.0117,91.6245,-15.6138,-14.0282,40.2514,-70.5846,-62.7614,136.207,-5.80601,2.19616
UID_28_5_4_all-5,800.111,45.5556,-37.8831,88.7655,-101.183,-15.7729,-9.98778,3.4919,10.3165,-1.80198,-6.58735
UID_28_5_5_all-11,759.17,5.50671,-27.6048,69.9627,-126.023,35.2671,-47.8737,-17.4881,6.80649,-0.350197,10.6658
UID_28_5_6_all-6,762.919,-3.16265,102.428,96.9468,-3.59312,-85.7643,25.0635,72.6976,-133.692,-33.2194,-0.187535
UID_28_5_7_all-27,-47.1589,-127.892,-6.33381,27.3592,17.0298,-9.09239,-11.4927,-6.12129,3.47478,-1.80492,8.16867
UID_28_6_1_all-7,-47.9073,-34.2426,-21.6853,-11.1311,35.0614,40.5676,27.4727,1.48502,-0.479804,-0.784621,15.7703
UID_28_6_2_all-2,49.0074,-146.487,-1.80465,-26.5932,-1.06151,16.5477,31.7173,-17.7031,12.2972,-10.0479,0.797698
UID_28_6_3_all-22,5.36529,-62.2126,49.277,-33.4537,-45.5588,12.7622,-23.3579,11.7804,1.75975,10.0651,-3.0675
UID_28_6_4_all-10,-12.9454,-127.687,-16.0625,-6.77491,22.4458,26.4795,5.8813,10.4496,5.38102,4.27,12.0409
UID_28_7_1_all-5,32.9041,-182.987,0.25585,2.00152,3.31981,-2.67327,1.26808,-12.7908,15.4433,0.991005,9.32222
UID_28_7_2_all-24,-145.522,10.2965,0.490492,50.3171,30.0296,-23.5818,-21.8209,-11.5494,-3.62307,-0.296411,16.4323
UID_28_7_3_all-10,26.6785,-153.817,2.94921,-10.8362,-1.063,7.93436,17.4672,-4.24172,16.9289,-7.45141,4.07654
UID_28_7_4_all-12,-6.43649,-96.1789,-67.4443,-17.8748,31.6338,3.45197,-16.7956,-21.7341,-7.13647,-31.8656,-1.62964
UID_28_8_1_all-29,-180.098,37.5245,7.48548,40.1279,-0.1816,-26.7386,11.3625,-8.68969,13.6066,11.637,3.35798
UID_28_8_2_all-9,6.43262,-137.37,34.9572,-5.98679,-4.69871,-7.20969,23.0784,-0.296369,32.7504,-13.8923,13.8724
UID_28_8_3_all-23,-27.5055,-19.0297,54.6202,-50.9696,-71.2019,22.8819,0.132647,11.8357,-19.7615,-0.387363,-12.5735
UID_28_9_1_all-21,-278.174,93.4244,-2.41926,83.131,25.0661,-9.36574,1.93437,15.3551,-4.89956,11.2818,-2.25301
UID_28_9_2_all-8,-47.8038,-60.5157,-33.6344,-19.8039,-6.82218,-7.11601,-24.3337,-10.8123,-7.2568,-24.0689,-7.79193
UID_28_9_3_all-13,-148.817,2.22061,16.4747,47.8146,7.52084,-9.50403,-7.62694,2.48587,-4.0137,1.88717,6.95274
UID_35_10_1_all-22,-50.4016,-73.2764,-62.8668,4.21282,44.743,27.7247,-41.9107,3.70787,10.5394,-25.59,14.2242
UID_35_10_2_all-30,-190.36,1.59308,-8.21802,43.1114,3.53554,-4.3908,-2.3916,4.35185,-2.8126,-2.07783,-6.93582
UID_35_10_3_all-28,664.285,-57.9882,-272.741,-290.574,122.968,-132.501,103.215,76.2115,62.3074,-9.08629,-52.0557
UID_35_10_4_all-9,657.774,81.1364,83.0876,-30.3596,-189.075,20.7366,-91.7661,-39.4509,68.727,7.43869,-15.6056
UID_35_10_5_all-9,853.079,161.308,78.5808,166.358,57.1199,10.4079,14.4849,49.9601,13.1891,-39.6137,-15.5593
UID_35_10_6_all-21,-135.811,-1.95467,6.49222,5.67363,-15.751,3.24945,-10.8804,3.83469,-9.93356,-3.44322,-12.4142
UID_35_10_7_all-23,-145.344,-27.9396,0.712896,36.7757,-0.0251094,-7.4059,8.21685,1.85374,20.8171,1.02848,1.90436
UID_35_11_10_all-13,-6.05245,-177.702,-6.63198,9.51869,12.7602,3.77212,-3.18472,8.05959,0.989175,-8.03817,6.63101
UID_35_11_1_all-23,-80.6321,241.336,50.7487,-177.984,12.1691,-89.8642,-52.7684,23.6273,-41.2492,-28.9619,32.1944
UID_35_11_2_all-13,-113.133,-60.3268,6.24981,38.3961,11.3828,-3.85227,2.3877,-4.25072,1.90746,0.277396,-1.958
UID_35_11_3_all-7,-77.4588,-101.653,1.22426,29.7281,10.804,-3.09718,-2.32572,7.5213,-0.743428,-9.66489,5.25491
UID_35_11_4_all-13,-85.1888,-73.4937,7.88409,17.0979,-3.0455,-0.0358785,-0.309256,7.86526,-3.12659,-10.914,0.756335
UID_35_11_5_all-14,-23.9509,-139.08,1.64527,-2.58414,-4.88185,2.00931,-11.1415,5.14004,-0.187618,-7.9639,-2.08171
UID_35_11_6_all-24,-17.272,-83.0875,-51.3132,-9.09472,47.9856,47.2853,-51.8431,22.8064,17.8427,9.32511,25.8302
UID_35_11_7_all-18,-46.7101,-101.882,4.36143,-7.28883,-10.0998,4.33055,-11.5762,1.6793,-4.31782,1.57996,-4.86933
UID_35_11_8_all-33,-214.032,84.1271,-11.5602,36.6103,14.5645,4.17217,6.83218,-4.86952,-10.2929,-16.7839,-0.682538
UID_35_11_9_all-26,-157.453,2.93768,13.1803,31.3598,-3.58031,1.10257,4.09425,15.5646,-11.3552,-7.16101,-6.5497
UID_35_12_10_all-25,-162.01,7.20128,12.5445,32.5604,-2.82553,1.90123,1.40627,16.4616,-11.5899,-4.5509,-6.45078
UID_35_12_11_all-12,-10.2144,-173.779,-8.49556,8.4013,8.41602,0.934481,-5.56186,1.64595,9.46654,-3.06639,3.83217
UID_35_12_1_all-11,16.0571,-187.32,-1.25245,6.81218,2.53799,2.38616,1.81095,4.37965,6.12284,-17.4878,9.69619
UID_35_12_2_all-20,-110.425,-52.0802,-37.1026,31.9994,31.161,-3.9216,-32.2942,-8.63824,10.2505,3.65879,0.213736
UID_35_12_3_all-18,-78.3754,-98.9139,-1.12958,31.2959,9.78325,-2.23337,-2.36487,6.76263,0.327668,-9.50163,4.65677
UID_35_12_4_all-27,-87.7508,-72.5574,7.9225,19.5365,-2.0282,-0.730533,-0.159258,8.65955,-1.00795,-8.88463,-0.656168
UID_35_12_5_all-14,-26.7089,-137.612,2.13011,-1.9274,-3.65547,1.90459,-10.2396,5.14494,2.81375,-5.9268,-2.1039
UID_35_12_6_all-16,10.5458,289.659,27.1902,-51.048,85.3112,33.9231,-95.1047,-78.6577,26.3734,83.8615,-29.7307
UID_35_12_7_all-19,-10.2149,-78.2953,-77.7611,-14.9999,61.1586,48.0574,-62.0505,15.4717,23.193,-10.6218,22.4428
UID_35_12_8_all-22,-48.5683,-98.2514,5.45487,-5.33298,-10.3205,5.49387,-12.9866,3.30971,-4.29582,2.8827,-6.21901
UID_35_12_9_all-26,-218.065,93.2643,-15.0553,34.2773,12.6863,2.09503,4.15502,-10.4528,-10.5826,-21.611,-1.74935
UID_35_13_1_all-28,-208.014,61.5984,-44.2828,69.4001,57.1518,3.4703,-32.5784,-11.298,16.4479,-25.882,30.8892
UID_35_13_2_all-22,755.176,51.106,262.164,-32.2317,206.94,-178.925,175.544,102.528,76.2718,3.28532,-124.092
UID_35_13_3_all-30,-192.405,-4.16277,-5.72481,59.0936,18.7321,-5.87591,0.722742,5.61684,-4.81611,0.922606,-1.82328
UID_35_13_4_all-20,-125.358,22.19,38.7353,3.88368,-36.3096,0.520012,36.2545,-13.9731,20.4818,-0.715648,17.4192
UID_35_13_5_all-8,-37.1614,-128.575,-3.05044,9.44772,7.44221,-4.69482,-1.44036,-5.78661,-2.69394,-2.76336,0.45999
UID_35_13_6_all-21,514.392,-164.61,-300.627,-74.4701,-69.9718,-124.819,109.248,44.4173,4.64552,24.4687,-3.26999
UID_35_13_7_all-30,-220.652,80.6133,-0.514124,51.4391,9.10833,17.6602,-18.3618,14.4545,-4.91315,31.9709,-6.75152
UID_35_13_8_all-22,-81.0149,105.016,-69.5589,-6.36268,65.3129,11.975,22.5654,-52.7316,11.7958,-37.5738,11.9286
UID_35_13_9_all-21,-184.028,1.36659,4.07075,45.6532,4.20068,-13.5964,2.99838,2.17409,6.70239,0.302841,1.85868
UID_35_14_10_all-8,-105.066,-60.8753,2.42403,17.8417,1.34584,-1.5053,-0.316507,3.33202,-2.79101,-4.53152,-4.44913
UID_35_14_11_all-19,542.836,-31.1158,-246.878,-131.643,96.889,-50.4786,12.6917,-27.4217,-32.4759,-21.698,-36.0937
UID_35_14_12_all-16,-31.8462,-110.353,6.61377,-3.88979,-6.30095,7.25823,-8.19146,5.59067,-2.61989,-4.40781,2.1553
UID_35_14_13_all-16,-60.3678,-85.7614,10.9002,2.99663,-7.2271,1.61074,-7.07511,3.63621,1.85171,1.10847,1.57765
UID_35_14_14_all-8,696.535,-52.4788,130.751,36.7955,14.132,106.689,-32.8108,0.966492,-37.8534,-52.3383,-20.9835
UID_35_14_15_all-15,-5.37793,-116.233,20.7562,-32.6976,-29.31,13.4019,-16.554,3.66277,-8.46421,-3.31702,-12.4018
UID_35_14_16_all-15,-14.2329,-11.4494,-2.4538,-50.9045,-25.2936,26.5064,35.3495,-25.3161,10.9786,-3.96327,-14.3748
UID_35_14_1_all-25,-11.7994,-44.5791,-47.749,-36.3244,33.5747,73.6694,-42.2418,70.735,22.3003,25.1065,24.3028
UID_35_14_2_all-15,629.204,-30.9234,219.576,1.28761,33.2764,-5.09038,-12.8778,-18.772,28.1657,83.6174,75.9898
UID_35_14_3_all-35,-85.3915,-89.1413,-5.51223,21.8817,8.07745,0.648116,-7.72483,1.50064,-5.12666,3.86322,-6.80711
UID_35_14_4_all-24,-134.635,0.0794915,29.567,10.1454,-22.9405,-8.06776,-12.7411,3.23257,-6.26602,-3.4562,-11.591
UID_35_14_5_all-17,20.0331,-177.923,5.82683,-6.71398,-3.76196,6.28266,-5.28703,4.86121,4.63067,-5.53447,4.34976
UID_35_14_6_all-12,351.586,-103.793,-180.369,116.075,97.7203,81.1049,11.5828,69.4214,-13.3829,-12.2579,-70.3043
UID_35_14_7_all-11,12.6474,-84.5568,37.5112,-26.8017,-32.3013,8.8533,-4.38275,7.0475,6.94811,-5.90578,-0.232551
UID_35_14_8_all-19,-128.906,16.1896,20.5842,7.84635,-7.75925,6.75045,33.5494,12.6013,-13.6292,-8.03209,8.37525
UID_35_14_9_all-11,609.406,-56.6969,-245.035,-23.0071,-129.453,-21.9218,15.6402,27.0568,38.1281,-13.4648,24.2542
UID_35_15_10_all-8,-0.480099,-146.818,-4.86072,-13.4617,-9.11314,10.1693,7.38682,-1.4758,-2.88074,-2.64705,-10.1878
UID_35_15_11_all-13,-5.9293,-101.602,-2.70477,-26.9537,-18.5842,-12.0183,-4.64477,-27.1714,-11.0524,7.65092,-16.0658
UID_35_15_12_all-13,-116.528,-57.2481,-1.58796,18.6615,-5.12785,-2.16501,-5.38589,4.11268,3.56378,3.43639,-6.63393
UID_35_15_13_all-17,-100.959,-66.0629,2.63699,34.7546,14.4556,-4.37328,1.4909,-5.21941,-1.87937,6.94816,0.304927
UID_35_15_1_all-10,-32.8566,145.766,106.203,-179.681,-89.9584,37.2291,-25.4984,89.4463,1.77673,7.38872,5.39803
UID_35_15_2_all-11,-110.985,2.70849,24.5755,19.2729,-6.96336,-2.30449,15.2354,-9.32127,9.28909,4.16674,1.89473
UID_35_15_3_all-17,-182.489,9.24831,1.15583,52.2812,14.573,-3.56049,-2.50897,4.25159,-6.75492,0.61909,2.61017
UID_35_15_4_all-13,683.55,-348.788,263.022,-182.739,297.488,-139.504,107.909,15.6715,83.8021,42.0275,-5.6344
UID_35_15_5_all-12,26.6126,-195.258,0.983875,-6.91259,-3.91442,3.70842,-5.60269,-0.937557,6.12328,-13.1687,4.01427
UID_35_15_6_all-19,-191.811,148.404,-37.5327,23.4315,-4.54077,-29.6742,20.7318,-52.8071,2.60526,-16.6428,-23.8748
UID_35_15_7_all-16,-169.229,18.2367,-1.68679,22.1271,-18.0453,-5.32235,-4.16378,6.37525,6.84853,-0.521619,-15.2462
UID_35_15_8_all-19,876.289,190.854,28.5066,174.928,20.4069,37.5729,18.0788,-44.1547,-0.656587,-9.80051,6.33533
UID_35_15_9_all-16,-104.459,-27.5727,12.7217,43.1215,25.3112,-0.524441,7.64919,14.0251,10.5713,15.725,19.4879
UID_35_16_10_all-10,559.982,-303.569,406.227,-253.371,52.3184,63.4579,54.4058,-28.9463,-145.809,54.8932,128.241
UID_35_16_11_all-17,-6.33071,-105.248,-0.228491,-23.6458,-20.9954,-12.1572,-3.66514,-27.3961,-7.45945,8.84211,-14.9072
UID_35_16_12_all-18,-101.338,-68.3992,3.07678,36.0874,12.0743,-2.97455,2.16713,-4.66712,-1.75309,8.75432,0.795991
UID_35_16_1_all-15,786.736,239.944,138.15,128.748,55.0108,143.781,-36.1691,-90.48,-4.83985,34.5422,6.01754
UID_35_16_2_all-10,-24.3051,144.076,112.831,-178.725,-83.5326,44.5452,-51.2309,79.5151,-0.614388,8.01413,14.4266
UID_35_16_3_all-16,-109.028,4.18386,23.6373,19.0179,-6.85036,-1.41482,14.1047,-8.9675,9.14111,5.06446,2.65055
UID_35_16_4_all-19,-181.629,8.31895,2.16568,52.9587,14.7645,-3.34871,-2.76605,4.50652,-7.10984,0.56008,3.03658
UID_35_16_5_all-9,693.241,-150.974,210.959,-9.63393,205.368,-114.057,-47.3249,77.9282,8.8106,0.0406852,-47.0484
UID_35_16_6_all-22,630.815,130.61,314.488,13.839,168.675,-3.49598,-6.27261,50.8064,-124.799,30.5017,42.8037
UID_35_16_7_all-22,-167.634,17.8912,1.1213,23.3961,-18.2057,-6.32741,-6.23163,7.60673,8.74002,-0.612373,-12.6615
UID_35_16_8_all-11,-156.242,-10.1644,0.00624677,37.7463,11.8826,0.0694699,-5.07176,6.01468,-8.25182,5.3516,4.42338
UID_35_16_9_all-18,-99.6534,-25.3519,9.00215,44.1688,25.0451,-1.32042,4.28831,16.5828,13.5952,18.6755,16.7935
UID_35_1_1_all-21,-54.7956,-72.8591,-57.2698,3.3639,42.1081,29.8601,-37.9251,5.55647,9.5415,-21.032,14.135
UID_35_1_2_all-26,-193.063,2.59737,-4.32411,43.7619,6.32129,-6.54287,-1.78777,6.81176,-2.92646,-0.00421834,-6.48669
UID_35_1_3_all-23,650.712,-144.863,-321.945,-282.064,-32.8856,-187.035,205.29,-33.2393,34.8792,-66.1179,85.0674
UID_35_1_4_all-10,684.303,99.8228,71.2559,-13.6732,-179.59,6.71743,-97.1647,-31.4155,77.3654,-2.32314,-22.5344
UID_35_1_5_all-17,842.558,158.371,66.863,147.432,61.4219,14.2129,11.9802,0.351435,11.8726,-8.75853,0.683878
UID_35_1_6_all-20,-131.744,-1.83146,8.23185,0.534675,-11.8498,2.27045,-7.84975,1.15491,-11.7112,-3.05314,-9.07904
UID_35_1_7_all-18,-142.74,-33.452,4.11192,37.0558,-2.66059,-5.80544,9.01077,1.51143,22.0947,1.08109,3.72933
UID_35_2_1_all-22,-2.23566,-110.893,16.497,-2.96154,-2.76816,4.45833,-12.6505,-3.35108,5.17193,18.3978,5.79479
UID_35_2_2_all-15,14.9724,-161.334,8.9336,1.62948,-1.63227,4.03554,5.50379,-1.19212,6.62177,-7.65731,4.64179
UID_35_2_3_all-18,-190.742,16.5077,2.89814,48.2862,4.78803,-12.7764,15.2644,3.82006,10.3095,-7.95995,1.55736
UID_35_2_4_all-15,-6.85131,-140.599,4.04016,-14.8196,-10.4516,8.9442,-11.8611,0.878556,-7.69129,-1.05748,-6.27673
